name,deliver_time,discount,deliver_way,category,sub_category,maker,profit,sell_count
"Bush 墙角架, 黑色",3.6,0.08,3.2,3,13,59,0.24000000000000005,3.0
"KitchenAid 炉灶, 红色",5.0,0.13333333333333333,4.0,1,4,5,0.04666666666666667,4.666666666666667
"Advantus 橡皮筋, 整包",4.363636363636363,0.14545454545454548,3.5454545454545454,1,8,33,0.16636363636363638,3.909090909090909
"Rogers 文件车, 金属",4.111111111111111,0.0,3.7777777777777777,1,15,42,0.13,5.333333333333333
"Office Star 扶手椅, 可调",4.142857142857143,0.14285714285714285,3.2857142857142856,3,6,24,0.3528571428571428,4.714285714285714
"Tenex 文件夹, 蓝色",3.7777777777777777,0.0,3.3333333333333335,1,15,28,0.21,3.4444444444444446
"Smead 文件夹, 单宽度",3.6666666666666665,0.0,3.2222222222222223,1,15,35,0.36,3.888888888888889
"Brother 传真机, 彩色",3.5,0.05,3.0,2,9,62,0.38249999999999995,4.0
"三星 办公室电话机, 混合尺寸",5.0,0.0,4.0,2,11,20,0.11,3.0
"Rogers 文件夹, 金属",4.4,0.0,3.7,1,15,42,0.37,3.7
"Hamilton Beach 冰箱, 黑色",4.428571428571429,0.1142857142857143,3.142857142857143,1,4,41,-0.1557142857142857,5.571428571428571
"Avery 可去除的标签, 白色",4.142857142857143,0.0,3.2857142857142856,1,12,19,0.04,3.7142857142857144
"三星 信号增强器, 蓝色",3.3333333333333335,0.06666666666666667,3.1666666666666665,2,11,20,-0.09999999999999999,4.166666666666667
"松下 喷墨打印机, 多色",4.0,0.0,3.0,2,5,44,0.15,2.5
"Rubvermaid 灯泡, 一包多件",4.166666666666667,0.13333333333333333,3.0,3,14,69,0.35333333333333333,5.5
"Advantus 相框, 耐用",3.5,0.06666666666666667,3.0,3,14,33,0.28833333333333333,4.0
"GlobeWeis 马尼拉纸信封, 红色",4.0,0.0,2.6666666666666665,1,2,2,0.42,5.0
"Harbour Creations 折叠椅, 可调",3.875,0.2,3.5,3,6,31,0.0975,3.75
"Tenex 搁板, 工业",3.4285714285714284,0.0,3.142857142857143,1,15,28,0.2599999999999999,3.357142857142857
"Office Star 沙滩椅, 可调",4.333333333333333,0.2222222222222222,3.6666666666666665,3,6,24,-0.053333333333333344,3.2222222222222223
"罗技 键盘, 回收",4.142857142857143,0.17142857142857146,3.5714285714285716,2,10,27,0.03571428571428571,3.857142857142857
"Ibico 标签, 耐用",4.222222222222222,0.26666666666666666,3.3333333333333335,1,3,7,-0.16000000000000003,3.5555555555555554
"Sauder 搁架, 传统",3.6666666666666665,0.13333333333333333,3.3333333333333335,3,13,23,-0.07666666666666666,6.0
"Kraft 局间信封, 红色",4.75,0.0,3.75,1,2,48,0.11,2.25
"Acme 开信刀, 钢",3.857142857142857,0.05714285714285715,3.4285714285714284,1,1,18,0.025714285714285717,3.4285714285714284
"Hon 文件夹标签, 可调",5.6,0.0,3.6,1,12,50,0.15,5.6
"Hon 扶手椅, 可调",4.142857142857143,0.19999999999999998,3.142857142857143,3,6,50,-0.21000000000000002,3.142857142857143
"Binney & Smith 荧光笔, 整包",4.333333333333333,0.3666666666666667,3.3333333333333335,1,16,70,-1.1633333333333333,4.166666666666667
"宜家 墙角架, 黑色",3.8333333333333335,0.06666666666666667,3.3333333333333335,3,13,49,0.011666666666666664,2.3333333333333335
"SanDisk 笔记本, 每包 12 个",5.0,0.0,3.25,1,7,14,0.24,2.5
"Tenex 锁柜, 金属",4.777777777777778,0.0,3.6666666666666665,1,15,28,0.5,3.6666666666666665
"Sauder 书架, 传统",5.4,0.0,3.6,3,13,23,0.34,5.0
"三星 充电器, 整包",3.8333333333333335,0.13333333333333333,3.3333333333333335,2,11,20,0.10666666666666669,3.8333333333333335
"Deflect-O 灯泡, 一包多件",3.5,0.06666666666666667,3.0,3,14,61,0.3216666666666667,5.0
"Enermax 笔记本, 多色",2.6666666666666665,0.0,2.5,1,7,58,0.49000000000000005,3.3333333333333335
"Green Bar 羊皮纸, 多色",6.0,0.0,3.8333333333333335,1,7,9,0.049999999999999996,4.666666666666667
"Stiletto 修剪器, 锯齿状",4.666666666666667,0.13333333333333333,3.8333333333333335,1,1,53,-0.15,3.3333333333333335
"Bevis 会议桌, 组装",5.2,0.32,4.0,3,17,71,-0.256,4.8
"Hoover 微波炉, 银色",3.5,0.13333333333333333,3.0,1,4,46,-0.07666666666666666,4.833333333333333
"苹果 音频基座, 混合尺寸",3.6,0.08,3.2,2,11,63,0.048,4.8
"SanDisk 令, 优质",4.333333333333333,0.0,3.5,1,7,14,0.28,3.1666666666666665
"佳能 无线传真机, 彩色",4.666666666666667,0.13333333333333333,3.3333333333333335,2,9,43,0.010000000000000009,5.666666666666667
"贝尔金 键区, 耐用",4.5,0.2,3.75,2,10,57,-0.21500000000000002,5.25
"SAFCO 沙滩椅, 黑色",3.25,0.1,2.75,3,6,8,-0.11999999999999998,3.875
"Enermax 羊皮纸, 优质",4.5,0.0,3.6666666666666665,1,7,58,0.35999999999999993,4.333333333333333
"Ibico 标签, 回收",4.333333333333333,0.13333333333333333,3.6666666666666665,1,3,7,0.09333333333333334,2.3333333333333335
"Accos 图钉, 金属",3.75,0.2,3.5,1,8,26,-0.27999999999999997,6.0
"Dania 搁架, 金属",3.3333333333333335,0.13333333333333336,3.2222222222222223,3,13,32,-0.07666666666666666,4.555555555555555
"KitchenAid 咖啡研磨机, 黑色",5.0,0.26666666666666666,3.3333333333333335,1,4,5,-0.3166666666666667,2.3333333333333335
"摩托罗拉 耳机, 全尺寸",4.833333333333333,0.20000000000000004,3.8333333333333335,2,11,66,-0.015000000000000013,2.6666666666666665
"Safco 搁架, 传统",3.6666666666666665,0.13333333333333333,3.0,3,13,8,0.033333333333333326,3.6666666666666665
"StarTech 喷墨打印机, 多色",2.6666666666666665,0.13333333333333333,2.6666666666666665,2,5,45,-0.06333333333333334,2.6666666666666665
"Ibico 装订机, 透明",4.333333333333333,0.08888888888888889,3.4444444444444446,1,3,7,0.05777777777777778,3.7777777777777777
"Eldon 闹钟, 黑色",4.555555555555555,0.17777777777777778,3.5555555555555554,3,14,52,0.30000000000000004,4.333333333333333
"Sauder 柜, 传统",2.8,0.08,3.4,3,13,23,0.06000000000000001,2.8
"Stockwell 图钉, 整包",3.7142857142857144,0.14285714285714285,3.2142857142857144,1,8,10,0.06571428571428571,3.7142857142857144
"Fiskars 剪刀, 锯齿状",3.7777777777777777,0.13333333333333336,3.3333333333333335,1,1,1,-0.11333333333333334,4.444444444444445
"摩托罗拉 耳机, 整包",4.5,0.04,3.3,2,11,66,0.307,4.0
"Ibico 孔加固材料, 回收",4.5,0.12000000000000002,3.6,1,3,7,0.20800000000000002,3.6
"Stanley 荧光笔, 蓝色",3.5,0.25,3.0,1,16,47,-0.8375,4.0
"Sauder 墙角架, 白色",5.25,0.1,4.0,3,13,23,0.1375,4.75
"Sauder 墙角架, 金属",4.5,0.13333333333333333,3.5,3,13,23,-0.21,4.5
"Ibico 打孔机, 实惠",4.166666666666667,0.26666666666666666,3.1666666666666665,1,3,7,-0.17,3.5
"佳能 传真复印机, 红色",4.2,0.04,3.4,2,9,43,0.11800000000000002,3.0
"BIC 速写本, 蓝色",3.1666666666666665,0.06666666666666667,3.0,1,16,68,0.19666666666666668,2.6666666666666665
"Fellowes 搁板, 蓝色",3.2857142857142856,0.0,3.0,1,15,30,0.27,3.2857142857142856
"GlobeWeis 外皮和封条, 银色",4.0,0.0,3.4,1,2,2,0.5,3.7
"Stockwell 回形针, 每包 12 个",3.3333333333333335,0.13333333333333333,2.6666666666666665,1,8,10,-0.04666666666666666,4.0
"Avery 订书机, 耐用",4.142857142857143,0.17142857142857146,3.857142857142857,1,3,19,0.17571428571428568,4.857142857142857
"Kraft 搭扣信封, 每套 50 个",4.0,0.0,3.625,1,2,48,0.08,2.75
"Jiffy 外皮和封条, 回收",4.2,0.0,3.4,1,2,13,0.1,2.6
"StarTech 卡片打印机, 红色",4.666666666666667,0.26666666666666666,4.0,2,5,45,-0.15333333333333335,4.333333333333333
"Novimex 摇椅, 黑色",2.8333333333333335,0.20000000000000004,2.8333333333333335,3,6,16,-0.225,3.5
"Wilson Jones 打孔机, 耐用",3.4285714285714284,0.14285714285714285,2.9285714285714284,1,3,29,0.3314285714285714,3.357142857142857
"Tenex 搁板, 单宽度",4.4,0.0,3.5,1,15,28,0.25,3.8
"贝尔金 键区, 可编程",3.3333333333333335,0.13333333333333333,3.3333333333333335,2,10,57,0.17,4.666666666666667
"Cardinal 装订机, 耐用",3.888888888888889,0.13333333333333336,3.4444444444444446,1,3,3,0.08333333333333333,3.3333333333333335
"Stockwell 按钉, 混合尺寸",3.625,0.15000000000000002,3.25,1,8,10,0.20875,3.5
"SanDisk 羊皮纸, 多色",3.142857142857143,0.0,3.0,1,7,14,0.11,4.142857142857143
"Tenex 相框, 优质",3.8,0.16,3.4,3,14,28,0.24000000000000005,3.0
"OIC 图钉, 每包 12 个",4.166666666666667,0.13333333333333333,3.5,1,8,25,0.12000000000000004,5.333333333333333
"Stiletto 大剪刀, 蓝色",3.1666666666666665,0.0,3.1666666666666665,1,1,53,0.48,2.8333333333333335
"Office Star 沙滩椅, 每套两件",4.857142857142857,0.1285714285714286,3.857142857142857,3,6,24,-0.03714285714285713,3.857142857142857
"Cardinal 装订机盖, 耐用",4.166666666666667,0.06666666666666667,3.6666666666666665,1,3,3,-0.06666666666666667,5.333333333333333
"Advantus 框架, 优质",4.625,0.1,3.875,3,14,33,0.21750000000000003,3.125
"Wilson Jones 标签, 透明",4.0,0.0,3.25,1,3,29,0.11,2.75
"Rogers 盒, 工业",3.25,0.0,2.5,1,15,42,0.28,4.5
"SAFCO 摇椅, 可调",3.6666666666666665,0.26666666666666666,3.3333333333333335,3,6,8,0.10666666666666665,1.6666666666666667
"Hon 可去除的标签, 耐用",3.8,0.0,3.4,1,12,50,0.2,3.0
"KitchenAid 微波炉, 银色",4.375,0.30000000000000004,3.875,1,4,5,-0.034999999999999996,4.25
"Bush 搁架, 传统",5.0,0.26666666666666666,4.0,3,13,59,-0.14333333333333334,2.0
"SAFCO 椅垫, 红色",3.9166666666666665,0.18333333333333332,3.5833333333333335,3,6,8,-0.011666666666666681,3.6666666666666665
"Cardinal 订书机, 耐用",4.833333333333333,0.13333333333333333,3.6666666666666665,1,3,3,0.37666666666666665,3.1666666666666665
"Harbour Creations 椅垫, 红色",4.375,0.30000000000000004,3.625,3,6,31,0.03749999999999999,5.0
"Boston 记号笔, 混合尺寸",3.6666666666666665,0.3,3.3333333333333335,1,16,34,-0.6633333333333334,3.8333333333333335
"Hamilton Beach 微波炉, 白色",4.75,0.1,3.5,1,4,41,0.05500000000000001,3.5
"Cuisinart 冰箱, 红色",3.9,0.16,3.1,1,4,54,0.24,4.0
"Stockwell 回形针, 金属",3.125,0.25,3.25,1,8,10,-0.0775,5.5
"Ames 外皮和封条, 红色",4.0,0.0,3.25,1,2,39,0.43,5.75
"贝尔金 路由器, 可编程",3.2857142857142856,0.17142857142857146,3.0,2,10,57,0.19,3.142857142857143
"三星 充电器, 蓝色",3.8333333333333335,0.13333333333333333,3.0,2,11,20,-0.026666666666666672,4.333333333333333
"Kraft 外皮和封条, 红色",5.75,0.0,4.0,1,2,48,0.25,4.75
"Brother 复印机, 彩色",4.25,0.1,4.0,2,9,62,-0.13249999999999998,2.25
"贝尔金 闪存驱动器, 实惠",4.444444444444445,0.08888888888888889,3.4444444444444446,2,10,57,0.0011111111111111122,3.111111111111111
"Wilson Jones 装订机盖, 回收",3.7,0.08,3.3,1,3,29,0.06999999999999999,3.0
"Tenex 框架, 优质",3.5,0.2,3.25,3,14,28,-0.255,5.25
"Binney & Smith 画布, 混合尺寸",3.6,0.52,3.4,1,16,70,-2.382,2.8
"Boston 荧光笔, 混合尺寸",4.666666666666667,0.2333333333333333,3.6666666666666665,1,16,34,-0.5766666666666667,3.6666666666666665
"Cardinal 打孔机, 透明",3.8,0.0,3.4,1,3,3,0.31,6.0
"Smead 锁柜, 蓝色",3.5,0.0,2.9,1,15,35,0.4600000000000001,3.4
"KitchenAid 搅拌机, 红色",3.5,0.06666666666666667,3.0,1,4,5,0.3216666666666667,5.833333333333333
"Acco 装订机盖, 透明",2.0,0.0,2.5,1,3,56,0.01,4.5
"Stiletto 尺子, 锯齿状",4.625,0.25,3.375,1,1,53,-0.20625,3.25
"罗技 路由器, 耐用",3.0,0.2,2.75,2,10,27,-0.065,3.5
"Cardinal 打孔机, 回收",3.4,0.04,3.1,1,3,3,0.147,2.4
"Hewlett 传真复印机, 每套两件",4.0,0.05714285714285715,3.2857142857142856,2,9,21,0.1242857142857143,4.428571428571429
"思科 充电器, 蓝色",3.5,0.0,3.25,2,11,40,0.04,2.5
"贝尔金 鼠标, 耐用",4.25,0.1,3.25,2,10,57,0.10250000000000001,4.0
"冲电器 计算器, 红色",4.0,0.4,3.5,2,5,72,-0.27,5.0
"Hon 扶手椅, 每套两件",3.0,0.16,2.8,3,6,50,0.21600000000000003,3.8
"诺基亚 信号增强器, 蓝色",4.2,0.0,3.2,2,11,15,0.05,1.8
"夏普 无线传真机, 红色",2.5,0.0,2.25,2,9,51,0.3,2.0
"诺基亚 信号增强器, 混合尺寸",4.75,0.1,4.0,2,11,15,-0.11999999999999998,5.0
"Stockwell 橡皮筋, 每包 12 个",4.0,0.12000000000000002,3.6,1,8,10,-0.023999999999999987,4.5
"OIC 订书钉, 每包 12 个",4.428571428571429,0.2285714285714286,3.5714285714285716,1,8,25,0.12999999999999995,3.5714285714285716
"Sauder 搁架, 金属",2.75,0.05,2.75,3,13,23,0.06875,4.375
"SanDisk 笔记本, 多色",3.25,0.0,3.0,1,7,14,0.44,4.0
"SAFCO 凳子, 黑色",3.4545454545454546,0.1,3.090909090909091,3,6,8,0.03363636363636364,2.8181818181818183
"Advantus 订书钉, 金属",3.1666666666666665,0.06666666666666667,3.1666666666666665,1,8,33,0.21166666666666667,3.6666666666666665
"Bush 书架, 金属",4.333333333333333,0.20000000000000004,3.5,3,13,59,0.265,5.166666666666667
"Hewlett 墨水, 数字化",5.0,0.0,3.75,2,9,21,0.28,4.5
"Green Bar 羊皮纸, 优质",4.2,0.0,3.6,1,7,9,0.16,2.4
"诺基亚 耳机, 蓝色",4.25,0.1,4.0,2,11,15,0.1825,3.5
"Advantus 按钉, 金属",3.75,0.25,3.25,1,8,33,0.022500000000000003,2.875
"Wilson Jones 装订机盖, 耐用",3.0,0.15000000000000002,2.5,1,3,29,0.2225,3.375
"Rogers 搁板, 金属",3.8,0.0,3.3,1,15,42,0.16999999999999998,3.8
"BIC 荧光笔, 混合尺寸",3.0,0.05,3.0,1,16,68,0.16,3.25
"Hon 凳子, 可调",3.75,0.09166666666666667,3.25,3,6,50,0.21333333333333335,4.333333333333333
"BIC 钢笔, 蓝色",5.166666666666667,0.19999999999999998,3.5,1,16,68,0.03666666666666666,5.166666666666667
"佳能 传真机, 彩色",5.6,0.08,3.8,2,9,43,0.32,4.2
"Rubvermaid 灯泡, 优质",4.5,0.0,4.0,3,14,69,0.47,10.5
"Safco 书库, 传统",4.2727272727272725,0.18181818181818182,3.3636363636363638,3,13,8,-0.04090909090909092,5.363636363636363
"Hon 木桌, 黑色",4.0,0.6,4.0,3,17,50,-1.2,3.0
"Eldon 闹钟, 耐用",4.2,0.08,3.4,3,14,52,0.06000000000000001,2.4
"Wilson Jones 装订机盖, 实惠",3.625,0.1,3.25,1,3,29,0.21750000000000003,3.875
"Hon 圆桌, 白色",6.5,0.5,4.0,3,17,50,-0.275,3.0
"Cuisinart 烤面包机, 银色",4.0,0.0,3.0,1,4,54,0.34,4.666666666666667
"Ibico 装订机, 实惠",3.3,0.12000000000000002,3.2,1,3,7,0.146,4.3
"佳能 个人复印机, 数字化",3.6666666666666665,0.0,3.1666666666666665,2,9,43,0.37999999999999995,3.3333333333333335
"佳能 个人复印机, 红色",4.333333333333333,0.13333333333333333,3.3333333333333335,2,9,43,-0.16666666666666666,4.333333333333333
"Advantus 回形针, 金属",4.857142857142857,0.1142857142857143,4.0,1,8,33,0.15571428571428572,2.5714285714285716
"Enermax 信纸, 每包 12 个",4.857142857142857,0.0,3.857142857142857,1,7,58,0.21,3.857142857142857
"Advantus 图钉, 金属",4.571428571428571,0.1142857142857143,3.7142857142857144,1,8,33,0.11714285714285715,4.428571428571429
"Ames 局间信封, 回收",4.333333333333333,0.0,3.6666666666666665,1,2,39,0.33,6.0
"StarTech 喷墨打印机, 耐用",3.5,0.0,3.0,2,5,45,0.36,4.0
"Cardinal 打孔机, 耐用",3.75,0.15000000000000002,3.0,1,3,3,0.19874999999999998,3.0
"Dania 书库, 金属",4.166666666666667,0.06666666666666667,3.6666666666666665,3,13,32,0.3333333333333333,4.166666666666667
"Jiffy 搭扣信封, 每套 50 个",3.888888888888889,0.0,3.4444444444444446,1,2,13,0.27,4.444444444444445
"Ibico 订书机, 透明",4.0,0.12000000000000002,3.2,1,3,7,0.352,3.2
"Harbour Creations 扶手椅, 每套两件",4.25,0.10833333333333334,3.3333333333333335,3,6,31,0.04750000000000001,4.25
"Enermax 键区, 可编程",4.5,0.1,4.0,2,10,58,0.4175,3.0
"Brother 墨水, 数字化",4.0,0.15000000000000002,3.75,2,9,62,0.31125,3.25
"Eldon 盘, 蓝色",4.0,0.0,3.4444444444444446,1,15,52,0.08,2.7777777777777777
"Rubvermaid 框架, 优质",4.0,0.06666666666666667,3.3333333333333335,3,14,69,-0.04499999999999999,5.666666666666667
"Memorex 闪存驱动器, 实惠",2.8333333333333335,0.26666666666666666,2.8333333333333335,2,10,17,-0.19666666666666666,3.5
"Jiffy 邮寄品, 回收",3.0,0.0,2.6666666666666665,1,2,13,0.5,4.333333333333333
"Elite 开信刀, 蓝色",2.5,0.0,2.25,1,1,22,0.01,2.5
"Bevis 咖啡桌, 长方形",4.0,0.25,3.5,3,17,71,-0.09,3.0
"Acco 订书机, 实惠",3.5555555555555554,0.13333333333333336,3.3333333333333335,1,3,56,0.15666666666666668,3.2222222222222223
"GlobeWeis 邮寄品, 每套 50 个",3.125,0.0,2.875,1,2,2,0.07,3.0
"Elite 修剪器, 锯齿状",3.5,0.0,3.5,1,1,22,0.02,5.5
"Eaton 备忘录便条, 每包 12 个",4.666666666666667,0.0,3.5555555555555554,1,7,55,0.28,3.111111111111111
"Memorex 键盘, 可编程",4.5,0.13333333333333333,3.5,2,10,17,-0.08666666666666667,2.5
"Rogers 搁板, 单宽度",4.0,0.0,3.6666666666666665,1,15,42,0.3,3.3333333333333335
"Eldon 闹钟, 一包多件",3.0,0.16,3.0,3,14,52,0.07400000000000002,4.2
"Rubvermaid 门挡, 优质",3.6,0.16,3.2,3,14,69,0.026000000000000002,2.2
"Binney & Smith 记号笔, 蓝色",4.6,0.64,3.6,1,16,70,-2.7380000000000004,3.8
"Hon 可去除的标签, 红色",2.8,0.0,3.4,1,12,50,0.22000000000000003,3.4
"松下 收据打印机, 耐用",4.666666666666667,0.13333333333333333,3.5,2,5,44,0.20666666666666667,4.5
"Advantus 灯泡, 一包多件",4.153846153846154,0.06153846153846154,3.4615384615384617,3,14,33,0.11846153846153845,3.8461538461538463
"Enermax 记忆卡, 可编程",4.285714285714286,0.0,3.5714285714285716,2,10,58,0.18999999999999997,3.4285714285714284
"Acme 修剪器, 蓝色",4.666666666666667,0.13333333333333333,3.6666666666666665,1,1,18,0.31666666666666665,4.666666666666667
"Cuisinart 微波炉, 银色",3.0,0.16,3.0,1,4,54,0.18799999999999994,2.6
"Stockwell 按钉, 每包 12 个",4.090909090909091,0.14545454545454548,3.272727272727273,1,8,10,0.16909090909090907,4.181818181818182
"Green Bar 备忘录便条, 优质",3.5,0.0,3.0,1,7,9,0.43,3.3333333333333335
"Jiffy 商业信封, 回收",3.0,0.0,2.6,1,2,13,0.28,3.8
"夏普 无线传真机, 数字化",3.6,0.16,3.2,2,9,51,0.202,3.8
"Stiletto 修剪器, 钢",5.25,0.1,3.75,1,1,53,-0.12,3.5
"Cameo 商业信封, 银色",3.375,0.0,3.125,1,2,60,0.15,3.375
"Novimex 椅垫, 黑色",4.2,0.26,3.6,3,6,16,-0.366,4.6
"Fellowes 盘, 蓝色",4.142857142857143,0.0,3.857142857142857,1,15,30,0.23,5.428571428571429
"Eldon 灯泡, 优质",4.4,0.08,4.0,3,14,52,0.026000000000000013,3.6
"Harbour Creations 有色标签, 白色",3.0,0.0,2.3333333333333335,1,12,31,0.35000000000000003,6.833333333333333
"Sanford 铅笔刀, 整包",3.6666666666666665,0.3333333333333333,3.6666666666666665,1,16,38,-0.8133333333333335,2.8333333333333335
"Deflect-O 闹钟, 一包多件",3.888888888888889,0.17777777777777778,2.888888888888889,3,14,61,0.27555555555555555,3.888888888888889
"Kraft 邮寄品, 银色",3.5,0.0,3.1666666666666665,1,2,48,0.22,2.8333333333333335
"SAFCO 沙滩椅, 可调",3.142857142857143,0.028571428571428574,3.2857142857142856,3,6,8,0.37000000000000005,4.285714285714286
"Novimex 椅垫, 可调",3.7142857142857144,0.1,3.4285714285714284,3,6,16,0.39428571428571424,3.4285714285714284
"施乐 备忘录便条, 每包 12 个",3.8,0.0,3.2,1,7,67,0.5,3.2
"Hon 有色标签, 可调",5.0,0.0,3.5,1,12,50,0.3,4.0
"Ames 搭扣信封, 每套 50 个",4.25,0.0,3.0,1,2,39,0.44,1.75
"三星 音频基座, 蓝色",4.444444444444445,0.17777777777777778,3.4444444444444446,2,11,20,-0.10333333333333333,3.2222222222222223
"罗技 鼠标, 可编程",3.8333333333333335,0.13333333333333333,3.3333333333333335,2,10,27,0.21666666666666665,3.6666666666666665
"Avery 有色标签, 可调",3.4,0.0,3.4,1,12,19,0.11000000000000001,3.2
"Hoover 炉灶, 白色",4.25,0.2,3.75,1,4,46,-0.335,2.75
"Binney & Smith 钢笔, 金属",4.428571428571429,0.05714285714285715,3.857142857142857,1,16,70,-0.018571428571428572,3.5714285714285716
"SanDisk 键盘, 实惠",4.2,0.16,3.6,2,10,14,-0.078,6.0
"Hoover 搅拌机, 红色",3.0,0.13333333333333333,3.0,1,4,46,0.34,5.333333333333333
"宜家 搁架, 白色",3.5714285714285716,0.1142857142857143,3.0,3,13,49,0.4057142857142857,3.0
"Safco 书库, 金属",3.4,0.0,3.4,3,13,8,0.11000000000000001,3.0
"惠普 复印机, 红色",4.285714285714286,0.1142857142857143,3.5714285714285716,2,9,12,-0.1657142857142857,5.571428571428571
"Binney & Smith 钢笔, 混合尺寸",3.6666666666666665,0.39999999999999997,3.3333333333333335,1,16,70,-0.4566666666666666,3.3333333333333335
"Tenex 分层置放架, 优质",3.3333333333333335,0.06666666666666667,2.5,3,14,28,0.42166666666666663,5.833333333333333
"Harbour Creations 合法证物标签, 可调",4.6,0.0,3.6,1,12,31,0.01,3.6
"Memorex 闪存驱动器, 回收",4.5,0.0,3.5,2,10,17,0.31,4.0
"佳能 无线传真机, 红色",2.25,0.2,2.625,2,9,43,0.175,4.75
"Hon 椅垫, 黑色",3.7777777777777777,0.23333333333333334,3.111111111111111,3,6,50,-0.16111111111111112,2.6666666666666665
"Cameo 商业信封, 回收",3.8333333333333335,0.0,3.3333333333333335,1,2,60,0.19999999999999998,3.1666666666666665
"Office Star 椅垫, 可调",4.875,0.1125,3.75,3,6,24,0.37499999999999994,4.0
"Memorex 记忆卡, 耐用",4.0,0.1142857142857143,3.2857142857142856,2,10,17,0.17857142857142858,2.4285714285714284
"Harbour Creations 有色标签, 红色",4.25,0.0,3.625,1,12,31,0.1,3.375
"佳能 个人复印机, 每套两件",2.8,0.0,2.8,2,9,43,0.4,3.2
"夏普 传真复印机, 彩色",3.0,0.225,3.125,2,9,51,0.058750000000000004,3.0
"SAFCO 凳子, 每套两件",2.6,0.18,3.2,3,6,8,-0.198,3.8
"松下 计算器, 红色",4.166666666666667,0.0,3.5,2,5,44,0.25,4.333333333333333
"摩托罗拉 办公室电话机, 整包",4.428571428571429,0.1142857142857143,3.5714285714285716,2,11,66,-0.12999999999999995,2.857142857142857
"Tenex 文件车, 单宽度",3.4,0.0,3.0,1,15,28,0.16999999999999998,3.4
"GlobeWeis 局间信封, 每套 50 个",4.5,0.0,3.6,1,2,2,0.41,4.9
"贝尔金 键盘, 回收",4.6,0.24000000000000005,3.8,2,10,57,0.21800000000000003,6.2
"Hon 咖啡桌, 组装",2.0,0.6,3.0,3,17,50,-1.05,7.0
"Eaton 笔记本, 每包 12 个",3.4285714285714284,0.0,2.857142857142857,1,7,55,0.01,3.857142857142857
"Hoover 搅拌机, 白色",4.5,0.05,3.625,1,4,46,0.3175,2.625
"Binney & Smith 画布, 整包",3.5,0.325,3.5,1,16,70,-1.025,2.875
"Safco 古典书架, 金属",3.2,0.16,3.2,3,13,8,-0.07799999999999999,4.8
"GlobeWeis 外皮和封条, 回收",4.076923076923077,0.0,3.5384615384615383,1,2,2,0.05000000000000001,2.5384615384615383
"佳能 传真机, 数字化",3.4285714285714284,0.05714285714285715,3.2857142857142856,2,9,43,0.21142857142857147,3.0
"宜家 书库, 白色",4.142857142857143,0.05714285714285715,3.7142857142857144,3,13,49,0.21142857142857147,3.7142857142857144
"Elite 大剪刀, 锯齿状",3.6363636363636362,0.10909090909090911,3.3636363636363638,1,1,22,0.23272727272727273,4.363636363636363
"Cameo 外皮和封条, 银色",2.6666666666666665,0.0,2.6666666666666665,1,2,60,0.17,4.666666666666667
"摩托罗拉 智能手机, 全尺寸",4.666666666666667,0.26666666666666666,3.8333333333333335,2,11,66,-0.3433333333333333,3.6666666666666665
"爱普生 打印机, 白色",3.5,0.2,3.0,2,5,11,-0.29500000000000004,3.5
"Office Star 折叠椅, 可调",4.230769230769231,0.19230769230769232,3.230769230769231,3,6,24,-0.13076923076923075,4.384615384615385
"Acco 打孔机, 透明",3.1666666666666665,0.06666666666666667,3.1666666666666665,1,3,56,0.145,4.5
"SanDisk 记忆卡, 耐用",4.25,0.2,3.5,2,10,14,-0.335,2.25
"Avery 运输标签, 红色",2.6666666666666665,0.0,3.0,1,12,19,0.12,3.3333333333333335
"摩托罗拉 音频基座, 蓝色",2.857142857142857,0.05714285714285715,2.857142857142857,2,11,66,0.43,3.2857142857142856
"Accos 橡皮筋, 整包",3.75,0.1,3.5,1,8,26,-0.027499999999999997,3.5
"Wilson Jones 订书机, 实惠",4.625,0.15000000000000002,3.625,1,3,29,0.2875,2.625
"Breville 冰箱, 银色",3.6666666666666665,0.20000000000000004,3.1666666666666665,1,4,37,-0.055000000000000014,4.666666666666667
"Memorex 键区, 耐用",3.6666666666666665,0.20000000000000004,2.8333333333333335,2,10,17,0.22499999999999998,3.8333333333333335
"Eldon 门挡, 一包多件",2.25,0.2,2.5,3,14,52,-0.295,2.5
"Tenex 盒, 单宽度",4.2,0.0,3.5,1,15,28,0.4699999999999999,4.8
"Office Star 凳子, 红色",4.0,0.06666666666666667,3.6666666666666665,3,6,24,0.3666666666666667,3.6666666666666665
"Enermax 记忆卡, 回收",4.0,0.0,3.6,2,10,58,0.38,4.0
"Green Bar 羊皮纸, 每包 12 个",4.0,0.0,4.0,1,7,9,0.46,3.0
"Avery 孔加固材料, 实惠",3.0,0.15000000000000002,3.25,1,3,19,0.32125000000000004,5.0
"Cardinal 孔加固材料, 透明",2.5714285714285716,0.2285714285714286,2.2857142857142856,1,3,3,-0.23285714285714282,3.4285714285714284
"Acco 装订机, 实惠",4.833333333333333,0.06666666666666667,4.0,1,3,56,0.10000000000000002,5.0
"Chromcraft 会议桌, 组装",7.0,0.25,4.0,3,17,64,0.12,3.0
"Fiskars 美工刀, 钢",1.3333333333333333,0.13333333333333333,2.3333333333333335,1,1,1,0.27999999999999997,4.666666666666667
"Enermax 笔记本, 优质",2.0,0.0,2.5,1,7,58,0.12,3.0
