maker,deliver_time,discount,category,sub_category,price,deliver_way,main_user,area_div,province_div,city_div,profit_money,profit
46,3.5,0.1333333333333333,1,4,0,3.0,1,0,0,2,-221.83333333333331,-0.0766666666666666
63,3.6,0.08,2,11,4,3.2,1,0,0,2,418.0,0.048
14,4.333333333333333,0.0,1,7,1,3.5,100,0,0,0,123.5,0.28
43,4.666666666666667,0.1333333333333333,2,9,0,3.333333333333333,100,0,0,2,1673.0,0.01
57,4.5,0.2,2,10,1,3.75,100,0,0,2,-143.5,-0.215
8,3.25,0.1,3,6,1,2.75,101,0,0,2,0.75,-0.1199999999999999
58,4.5,0.0,1,7,1,3.6666666666666665,10,0,0,2,111.5,0.3599999999999999
7,4.333333333333333,0.1333333333333333,1,3,1,3.6666666666666665,1,2,1,0,8.666666666666666,0.0933333333333333
26,3.75,0.2,1,8,1,3.5,11,0,0,2,-75.0,-0.2799999999999999
32,3.333333333333333,0.1333333333333333,3,13,4,3.2222222222222223,110,0,0,2,80.55555555555556,-0.0766666666666666
5,5.0,0.2666666666666666,1,4,1,3.333333333333333,1,2,1,0,-62.0,-0.3166666666666667
66,4.833333333333333,0.2,2,11,1,3.8333333333333335,101,0,1,0,90.66666666666669,-0.015
8,3.6666666666666665,0.1333333333333333,3,13,4,3.0,110,2,1,2,339.6666666666667,0.0333333333333333
45,2.6666666666666665,0.1333333333333333,2,5,0,2.6666666666666665,100,2,1,0,112.33333333333331,-0.0633333333333333
7,4.333333333333333,0.0888888888888888,1,3,1,3.4444444444444446,101,0,0,2,28.444444444444443,0.0577777777777777
52,4.555555555555555,0.1777777777777777,3,14,1,3.555555555555556,100,0,0,2,337.77777777777777,0.3
23,2.8,0.08,3,13,4,3.4,1,2,1,0,307.6,0.06
10,3.7142857142857135,0.1428571428571428,1,8,1,3.2142857142857144,100,0,0,2,28.357142857142858,0.0657142857142857
1,3.7777777777777777,0.1333333333333333,1,1,1,3.333333333333333,101,0,0,2,-16.88888888888889,-0.1133333333333333
66,4.5,0.04,2,11,1,3.3,1,0,0,2,491.7,0.307
7,4.5,0.12,1,3,1,3.6,100,0,0,2,32.2,0.208
47,3.5,0.25,1,16,1,3.0,101,0,0,2,-76.75,-0.8375
23,5.25,0.1,3,13,4,4.0,100,0,0,2,513.75,0.1375
23,4.5,0.1333333333333333,3,13,4,3.5,10,0,0,2,-380.6666666666667,-0.21
7,4.166666666666667,0.2666666666666666,1,3,1,3.1666666666666665,1,0,0,0,-19.666666666666668,-0.17
43,4.2,0.04,2,9,4,3.4,100,2,0,0,282.8,0.118
68,3.1666666666666665,0.0666666666666666,1,16,1,3.0,101,2,1,0,127.0,0.1966666666666666
30,3.2857142857142856,0.0,1,15,1,3.0,10,2,0,0,239.14285714285717,0.27
2,4.0,0.0,1,2,1,3.4,101,0,0,2,205.1,0.5
10,3.333333333333333,0.1333333333333333,1,8,1,2.6666666666666665,1,0,0,2,-1.3333333333333333,-0.0466666666666666
19,4.142857142857143,0.1714285714285714,1,3,1,3.857142857142857,101,0,0,2,236.28571428571428,0.1757142857142856
48,4.0,0.0,1,2,1,3.625,1,0,1,0,9.25,0.08
13,4.2,0.0,1,2,1,3.4,1,0,0,0,22.6,0.1
45,4.666666666666667,0.2666666666666666,2,5,4,4.0,100,0,0,2,-350.0,-0.1533333333333333
16,2.833333333333333,0.2,3,6,4,2.833333333333333,100,0,0,0,-32.333333333333336,-0.225
29,3.4285714285714284,0.1428571428571428,1,3,1,2.9285714285714284,101,0,1,0,145.64285714285714,0.3314285714285714
28,4.4,0.0,1,15,1,3.5,101,0,0,2,242.1,0.25
57,3.333333333333333,0.1333333333333333,2,10,1,3.333333333333333,1,0,0,2,302.3333333333333,0.17
3,3.888888888888889,0.1333333333333333,1,3,1,3.4444444444444446,100,0,1,0,30.55555555555556,0.0833333333333333
10,3.625,0.15,1,8,1,3.25,10,0,1,0,41.75,0.20875
14,3.142857142857143,0.0,1,7,1,3.0,100,0,0,2,38.142857142857146,0.11
28,3.8,0.16,3,14,1,3.4,100,2,1,0,169.2,0.24
25,4.166666666666667,0.1333333333333333,1,8,1,3.5,101,0,0,2,47.833333333333336,0.12
53,3.1666666666666665,0.0,1,1,1,3.1666666666666665,100,2,0,0,305.0,0.48
24,4.857142857142857,0.1285714285714286,3,6,1,3.857142857142857,100,2,0,2,-20.0,-0.0371428571428571
3,4.166666666666667,0.0666666666666666,1,3,1,3.6666666666666665,100,0,0,2,-7.333333333333333,-0.0666666666666666
33,4.625,0.1,3,14,4,3.875,110,0,1,0,400.0,0.2175
29,4.0,0.0,1,3,1,3.25,100,2,1,0,8.25,0.11
42,3.25,0.0,1,15,1,2.5,100,2,0,2,144.0,0.28
8,3.6666666666666665,0.2666666666666666,3,6,4,3.333333333333333,11,1,2,1,149.33333333333334,0.1066666666666666
50,3.8,0.0,1,12,1,3.4,100,2,1,0,30.0,0.2
5,4.375,0.3,1,4,0,3.875,100,0,0,2,97.75,-0.0349999999999999
59,5.0,0.2666666666666666,3,13,4,4.0,110,2,1,1,-91.0,-0.1433333333333333
8,3.9166666666666665,0.1833333333333333,3,6,1,3.583333333333333,100,0,0,2,-15.583333333333334,-0.0116666666666666
3,4.833333333333333,0.1333333333333333,1,3,1,3.6666666666666665,100,0,0,0,275.5,0.3766666666666666
31,4.375,0.3,3,6,1,3.625,100,0,0,2,101.0,0.0374999999999999
34,3.6666666666666665,0.3,1,16,1,3.333333333333333,11,0,0,2,-2.333333333333333,-0.6633333333333334
41,4.75,0.1,1,4,0,3.5,10,0,1,0,609.0,0.055
54,3.9,0.16,1,4,2,3.1,1,0,0,2,1759.4,0.24
10,3.125,0.25,1,8,1,3.25,1,0,0,2,2.875,-0.0775
39,4.0,0.0,1,2,1,3.25,100,0,0,2,256.25,0.43
57,3.2857142857142856,0.1714285714285714,2,10,0,3.0,101,0,0,0,787.4285714285714,0.19
20,3.8333333333333335,0.1333333333333333,2,11,2,3.0,1,0,0,2,-910.8333333333334,-0.0266666666666666
48,5.75,0.0,1,2,1,4.0,100,0,0,2,133.0,0.25
62,4.25,0.1,2,9,0,4.0,100,2,1,0,-286.25,-0.1324999999999999
57,4.444444444444445,0.0888888888888888,2,10,1,3.4444444444444446,100,0,1,0,26.55555555555556,0.0011111111111111
29,3.7,0.08,1,3,1,3.3,100,0,1,0,13.7,0.0699999999999999
28,3.5,0.2,3,14,4,3.25,100,0,0,2,-600.5,-0.255
70,3.6,0.52,1,16,1,3.4,101,2,1,0,-281.2,-2.382
34,4.666666666666667,0.2333333333333333,1,16,1,3.6666666666666665,101,0,1,2,-23.33333333333333,-0.5766666666666667
3,3.8,0.0,1,3,1,3.4,110,0,0,2,245.2,0.31
35,3.5,0.0,1,15,4,2.9,101,0,0,0,1448.1,0.4600000000000001
5,3.5,0.0666666666666666,1,4,4,3.0,11,0,0,2,834.1666666666666,0.3216666666666667
56,2.0,0.0,1,3,1,2.5,1,2,0,2,2.5,0.01
53,4.625,0.25,1,1,1,3.375,101,0,0,0,-25.375,-0.20625
27,3.0,0.2,2,10,0,2.75,100,0,1,0,-346.5,-0.065
3,3.4,0.04,1,3,1,3.1,100,0,1,0,59.6,0.147
21,4.0,0.0571428571428571,2,9,4,3.2857142857142856,110,0,0,2,642.5714285714286,0.1242857142857143
40,3.5,0.0,2,11,2,3.25,101,2,1,0,304.0,0.04
57,4.25,0.1,2,10,1,3.25,100,0,0,2,41.5,0.1025
72,4.0,0.4,2,5,1,3.5,100,0,0,2,-185.0,-0.27
50,3.0,0.16,3,6,2,2.8,100,0,0,2,2237.8,0.216
15,4.2,0.0,2,11,4,3.2,101,1,2,1,57.4,0.05
51,2.5,0.0,2,9,0,2.25,100,2,1,1,991.5,0.3
15,4.75,0.1,2,11,4,4.0,101,0,0,2,-195.5,-0.1199999999999999
10,4.0,0.12,1,8,1,3.6,100,0,0,2,6.5,-0.0239999999999999
25,4.428571428571429,0.2285714285714286,1,8,1,3.571428571428572,11,0,0,2,40.142857142857146,0.1299999999999999
23,2.75,0.05,3,13,4,2.75,101,0,0,2,463.75,0.06875
14,3.25,0.0,1,7,1,3.0,100,2,0,2,256.5,0.44
8,3.4545454545454546,0.1,3,6,4,3.090909090909091,100,0,1,0,144.27272727272728,0.0336363636363636
33,3.1666666666666665,0.0666666666666666,1,8,1,3.1666666666666665,100,0,0,2,30.666666666666668,0.2116666666666666
59,4.333333333333333,0.2,3,13,4,3.5,101,0,0,2,645.3333333333334,0.265
21,5.0,0.0,2,9,4,3.75,1,0,0,2,872.0,0.28
9,4.2,0.0,1,7,1,3.6,110,2,1,0,29.6,0.16
15,4.25,0.1,2,11,1,4.0,11,2,1,0,153.25,0.1825
33,3.75,0.25,1,8,1,3.25,100,0,0,0,19.875,0.0225
29,3.0,0.15,1,3,1,2.5,101,0,0,0,40.0,0.2225
42,3.8,0.0,1,15,1,3.3,110,0,0,2,184.0,0.1699999999999999
68,3.0,0.05,1,16,1,3.0,100,2,1,0,59.75,0.16
50,3.75,0.0916666666666666,3,6,4,3.25,100,0,0,2,821.25,0.2133333333333333
68,5.166666666666667,0.1999999999999999,1,16,1,3.5,101,0,0,2,108.0,0.0366666666666666
43,5.6,0.08,2,9,0,3.8,100,0,0,2,1910.4,0.32
69,4.5,0.0,3,14,1,4.0,100,0,0,2,401.0,0.47
8,4.2727272727272725,0.1818181818181818,3,13,0,3.363636363636364,100,0,0,2,826.3636363636364,-0.0409090909090909
50,4.0,0.6,3,17,2,4.0,100,2,1,0,-3571.0,-1.2
52,4.2,0.08,3,14,1,3.4,100,2,1,0,41.6,0.06
29,3.625,0.1,1,3,1,3.25,101,0,0,2,56.25,0.2175
50,6.5,0.5,3,17,2,4.0,110,0,1,0,-798.0,-0.275
54,4.0,0.0,1,4,1,3.0,100,0,0,2,401.3333333333333,0.34
7,3.3,0.12,1,3,1,3.2,1,0,0,2,32.0,0.146
43,3.6666666666666665,0.0,2,9,4,3.1666666666666665,11,2,1,0,841.5,0.3799999999999999
43,4.333333333333333,0.1333333333333333,2,9,4,3.333333333333333,101,0,0,2,-307.0,-0.1666666666666666
33,4.857142857142857,0.1142857142857143,1,8,1,4.0,100,0,1,0,30.142857142857142,0.1557142857142857
58,4.857142857142857,0.0,1,7,1,3.857142857142857,100,0,0,2,193.14285714285717,0.21
33,4.571428571428571,0.1142857142857143,1,8,1,3.7142857142857135,1,0,0,2,47.71428571428572,0.1171428571428571
39,4.333333333333333,0.0,1,2,1,3.6666666666666665,100,0,0,2,405.6666666666667,0.33
45,3.5,0.0,2,5,0,3.0,1,0,0,2,2028.125,0.36
3,3.75,0.15,1,3,1,3.0,100,0,0,0,67.75,0.1987499999999999
32,4.166666666666667,0.0666666666666666,3,13,0,3.6666666666666665,1,0,0,2,2251.1666666666665,0.3333333333333333
13,3.888888888888889,0.0,1,2,1,3.4444444444444446,110,0,0,2,47.333333333333336,0.27
7,4.0,0.12,1,3,1,3.2,100,0,0,0,264.1,0.352
31,4.25,0.1083333333333333,3,6,2,3.333333333333333,101,0,0,2,923.0,0.0475
58,4.5,0.1,2,10,1,4.0,100,2,1,0,329.25,0.4175
62,4.0,0.15,2,9,4,3.75,100,0,0,0,762.875,0.31125
52,4.0,0.0,1,15,1,3.4444444444444446,100,0,1,0,49.44444444444444,0.08
69,4.0,0.0666666666666666,3,14,4,3.333333333333333,11,0,0,2,-30.33333333333333,-0.0449999999999999
17,2.833333333333333,0.2666666666666666,2,10,1,2.833333333333333,100,0,0,0,-55.833333333333336,-0.1966666666666666
13,3.0,0.0,1,2,1,2.6666666666666665,1,0,0,2,363.3333333333333,0.5
22,2.5,0.0,1,1,1,2.25,100,2,1,0,3.25,0.01
71,4.0,0.25,3,17,0,3.5,100,2,1,0,-309.5,-0.09
56,3.555555555555556,0.1333333333333333,1,3,1,3.333333333333333,101,0,0,0,163.55555555555554,0.1566666666666666
2,3.125,0.0,1,2,1,2.875,100,0,0,0,37.375,0.07
22,3.5,0.0,1,1,1,3.5,100,0,0,2,19.5,0.02
55,4.666666666666667,0.0,1,7,1,3.555555555555556,100,0,1,0,72.0,0.28
17,4.5,0.1333333333333333,2,10,1,3.5,101,0,1,0,-65.16666666666667,-0.0866666666666666
42,4.0,0.0,1,15,1,3.6666666666666665,100,0,0,0,290.0,0.3
52,3.0,0.16,3,14,1,3.0,101,0,0,2,67.0,0.074
69,3.6,0.16,3,14,1,3.2,100,2,1,0,37.0,0.026
70,4.6,0.64,1,16,1,3.6,110,0,0,2,-277.0,-2.7380000000000004
50,2.8,0.0,1,12,1,3.4,1,0,0,0,34.8,0.22
44,4.666666666666667,0.1333333333333333,2,5,4,3.5,101,0,0,2,512.6666666666666,0.2066666666666666
33,4.153846153846154,0.0615384615384615,3,14,1,3.4615384615384617,101,0,0,2,63.53846153846154,0.1184615384615384
58,4.285714285714286,0.0,2,10,4,3.571428571428572,10,0,0,0,352.0,0.1899999999999999
18,4.666666666666667,0.1333333333333333,1,1,1,3.6666666666666665,100,0,0,2,260.0,0.3166666666666666
54,3.0,0.16,1,4,0,3.0,100,0,0,0,698.2,0.1879999999999999
10,4.090909090909091,0.1454545454545454,1,8,1,3.272727272727273,110,0,0,2,71.72727272727273,0.169090909090909
9,3.5,0.0,1,7,1,3.0,110,0,1,0,113.16666666666669,0.43
13,3.0,0.0,1,2,1,2.6,100,0,0,2,73.0,0.28
51,3.6,0.16,2,9,0,3.2,110,0,0,2,872.8,0.202
53,5.25,0.1,1,1,1,3.75,101,2,1,0,-51.0,-0.12
60,3.375,0.0,1,2,1,3.125,100,0,0,0,45.25,0.15
16,4.2,0.26,3,6,1,3.6,101,0,0,2,-236.0,-0.366
30,4.142857142857143,0.0,1,15,1,3.857142857142857,110,0,0,2,333.57142857142856,0.23
52,4.4,0.08,3,14,1,4.0,100,0,1,2,47.2,0.026
31,3.0,0.0,1,12,1,2.333333333333333,100,0,0,2,143.5,0.35
38,3.6666666666666665,0.3333333333333333,1,16,1,3.6666666666666665,11,0,1,0,-43.833333333333336,-0.8133333333333335
61,3.888888888888889,0.1777777777777777,3,14,1,2.888888888888889,1,0,0,2,224.22222222222223,0.2755555555555555
48,3.5,0.0,1,2,1,3.1666666666666665,100,2,1,0,116.16666666666669,0.22
8,3.142857142857143,0.0285714285714285,3,6,1,3.2857142857142856,1,0,0,2,367.1428571428572,0.37
16,3.7142857142857135,0.1,3,6,1,3.4285714285714284,100,0,1,0,328.2857142857143,0.3942857142857142
67,3.8,0.0,1,7,1,3.2,100,2,0,0,131.4,0.5
50,5.0,0.0,1,12,1,3.5,1,2,0,2,60.0,0.3
39,4.25,0.0,1,2,1,3.0,1,1,2,1,25.5,0.44
20,4.444444444444445,0.1777777777777777,2,11,4,3.4444444444444446,1,0,1,0,-177.44444444444446,-0.1033333333333333
27,3.8333333333333335,0.1333333333333333,2,10,1,3.333333333333333,110,0,0,2,93.66666666666669,0.2166666666666666
19,3.4,0.0,1,12,1,3.4,1,2,1,0,18.2,0.11
46,4.25,0.2,1,4,2,3.75,101,2,1,0,-1057.5,-0.335
70,4.428571428571429,0.0571428571428571,1,16,1,3.857142857142857,101,0,0,2,-4.857142857142857,-0.0185714285714285
14,4.2,0.16,2,10,1,3.6,100,0,0,2,-53.4,-0.078
46,3.0,0.1333333333333333,1,4,4,3.0,1,0,0,2,1021.0,0.34
49,3.571428571428572,0.1142857142857143,3,13,4,3.0,11,2,1,0,795.1428571428571,0.4057142857142857
8,3.4,0.0,3,13,0,3.4,100,0,1,0,599.4,0.11
12,4.285714285714286,0.1142857142857143,2,9,0,3.571428571428572,101,0,0,2,-1164.571428571429,-0.1657142857142857
70,3.6666666666666665,0.3999999999999999,1,16,1,3.333333333333333,101,2,1,0,9.0,-0.4566666666666666
28,3.333333333333333,0.0666666666666666,3,14,1,2.5,101,0,0,2,207.16666666666663,0.4216666666666666
31,4.6,0.0,1,12,1,3.6,100,2,1,2,1.0,0.01
17,4.5,0.0,2,10,1,3.5,100,2,0,2,157.5,0.31
43,2.25,0.2,2,9,0,2.625,1,0,0,2,1151.5,0.175
50,3.7777777777777777,0.2333333333333333,3,6,1,3.111111111111111,100,0,1,0,-40.44444444444444,-0.1611111111111111
60,3.8333333333333335,0.0,1,2,1,3.333333333333333,110,0,0,0,46.5,0.1999999999999999
24,4.875,0.1125,3,6,1,3.75,101,0,0,2,471.625,0.3749999999999999
17,4.0,0.1142857142857143,2,10,4,3.2857142857142856,110,2,1,0,250.14285714285717,0.1785714285714285
31,4.25,0.0,1,12,1,3.625,100,0,0,0,20.0,0.1
43,2.8,0.0,2,9,4,2.8,100,0,0,0,852.6,0.4
51,3.0,0.225,2,9,4,3.125,1,0,1,0,182.5,0.05875
8,2.6,0.18,3,6,4,3.2,1,0,0,2,-344.8,-0.198
44,4.166666666666667,0.0,2,5,1,3.5,11,0,0,2,239.83333333333331,0.25
66,4.428571428571429,0.1142857142857143,2,11,1,3.571428571428572,100,0,1,0,-9.857142857142858,-0.1299999999999999
28,3.4,0.0,1,15,4,3.0,100,0,0,2,361.8,0.1699999999999999
2,4.5,0.0,1,2,1,3.6,100,0,0,2,448.1,0.41
57,4.6,0.24,2,10,1,3.8,100,0,0,2,430.0,0.218
50,2.0,0.6,3,17,0,3.0,100,0,0,2,-4355.0,-1.05
55,3.4285714285714284,0.0,1,7,1,2.857142857142857,101,0,0,2,5.428571428571429,0.01
46,4.5,0.05,1,4,4,3.625,100,0,1,0,320.75,0.3175
70,3.5,0.325,1,16,1,3.5,100,0,1,0,-18.25,-1.025
8,3.2,0.16,3,13,2,3.2,101,0,0,2,326.8,-0.0779999999999999
2,4.076923076923077,0.0,1,2,1,3.5384615384615383,100,0,1,0,11.615384615384617,0.05
43,3.4285714285714284,0.0571428571428571,2,9,0,3.2857142857142856,101,0,1,0,907.2857142857144,0.2114285714285714
49,4.142857142857143,0.0571428571428571,3,13,0,3.7142857142857135,1,0,0,2,1385.428571428571,0.2114285714285714
22,3.636363636363636,0.1090909090909091,1,1,1,3.363636363636364,101,0,0,2,162.72727272727272,0.2327272727272727
60,2.6666666666666665,0.0,1,2,1,2.6666666666666665,110,0,0,2,86.0,0.17
66,4.666666666666667,0.2666666666666666,2,11,4,3.8333333333333335,100,0,0,2,-373.6666666666667,-0.3433333333333333
11,3.5,0.2,2,5,0,3.0,11,0,1,0,-481.0,-0.295
24,4.230769230769231,0.1923076923076923,3,6,4,3.230769230769231,100,0,0,2,-95.84615384615384,-0.1307692307692307
56,3.1666666666666665,0.0666666666666666,1,3,1,3.1666666666666665,100,0,0,2,77.83333333333333,0.145
14,4.25,0.2,2,10,4,3.5,100,2,1,0,-210.0,-0.335
19,2.6666666666666665,0.0,1,12,1,3.0,11,2,1,0,21.666666666666668,0.12
66,2.857142857142857,0.0571428571428571,2,11,4,2.857142857142857,101,0,1,0,1136.857142857143,0.43
26,3.75,0.1,1,8,1,3.5,1,2,1,0,16.75,-0.0274999999999999
29,4.625,0.15,1,3,1,3.625,101,0,1,0,131.75,0.2875
37,3.6666666666666665,0.2,1,4,2,3.1666666666666665,100,0,0,2,598.3333333333334,-0.055
17,3.6666666666666665,0.2,2,10,1,2.833333333333333,10,0,0,2,100.83333333333331,0.2249999999999999
52,2.25,0.2,3,14,1,2.5,101,2,1,0,-76.25,-0.295
28,4.2,0.0,1,15,1,3.5,100,0,0,2,173.4,0.4699999999999999
24,4.0,0.0666666666666666,3,6,4,3.6666666666666665,100,0,0,2,1171.5,0.3666666666666667
58,4.0,0.0,2,10,4,3.6,100,0,0,2,796.0,0.38
9,4.0,0.0,1,7,1,4.0,100,2,1,0,134.0,0.46
19,3.0,0.15,1,3,1,3.25,100,0,0,2,20.0,0.32125
3,2.571428571428572,0.2285714285714286,1,3,1,2.2857142857142856,101,0,1,0,-11.0,-0.2328571428571428
56,4.833333333333333,0.0666666666666666,1,3,1,4.0,100,0,0,2,33.666666666666664,0.1
64,7.0,0.25,3,17,3,4.0,100,2,1,0,1101.0,0.12
1,1.3333333333333333,0.1333333333333333,1,1,1,2.333333333333333,1,0,0,2,203.0,0.2799999999999999
58,2.0,0.0,1,7,1,2.5,101,2,1,0,48.0,0.12
8,3.2,0.0,3,13,4,3.0,101,2,1,0,724.8,0.4600000000000001
14,3.6666666666666665,0.0,1,7,1,3.333333333333333,11,0,0,2,156.0,0.26
35,3.5,0.0,1,15,1,3.0,101,0,1,0,25.0,0.22
11,4.5,0.1333333333333333,2,5,4,3.333333333333333,100,0,0,2,568.5,0.0466666666666666
16,5.5,0.2,3,6,4,4.0,101,2,0,2,-384.0,-0.225
47,2.0,0.0,1,16,1,3.0,100,0,0,2,334.0,0.2
14,3.6666666666666665,0.0,1,7,1,3.333333333333333,100,0,0,2,272.0,0.23
45,3.6,0.0,2,5,4,3.6,100,2,0,2,1123.2,0.4600000000000001
44,3.8333333333333335,0.1333333333333333,2,5,0,3.5,110,0,0,2,-199.5,-0.0766666666666666
14,5.4,0.0,1,7,1,4.0,1,0,0,2,90.2,0.1
72,5.0,0.1333333333333333,2,5,0,3.333333333333333,101,2,1,0,627.0,0.18
46,3.333333333333333,0.1333333333333333,1,4,2,3.0,1,2,2,1,653.6666666666666,0.12
19,3.625,0.0,1,12,1,3.125,10,0,0,0,2.625,0.02
30,3.8333333333333335,0.0,1,15,4,3.1666666666666665,101,0,0,2,53.0,0.02
20,4.333333333333333,0.1333333333333333,2,11,1,3.333333333333333,101,0,0,0,11.444444444444445,-0.1
63,3.5,0.0,2,11,1,3.5,101,0,0,2,481.0,0.31
45,5.0,0.1333333333333333,2,5,1,3.6666666666666665,100,0,0,2,37.0,-0.04
19,4.2,0.0,1,12,1,3.6,101,2,1,0,29.4,0.28
52,4.0,0.0,1,15,1,3.5,100,0,0,2,167.66666666666666,0.3999999999999999
52,4.428571428571429,0.0,1,15,1,3.2857142857142856,100,0,0,2,380.57142857142856,0.45
54,3.0,0.16,1,4,1,2.8,1,0,0,2,-64.2,-0.178
58,4.333333333333333,0.0666666666666666,2,10,1,3.8333333333333335,11,0,0,2,131.66666666666666,0.1216666666666666
72,4.333333333333333,0.0,2,5,0,3.6666666666666665,110,0,0,2,1570.0,0.19
52,4.285714285714286,0.1142857142857143,3,14,1,3.142857142857143,100,2,1,0,7.285714285714286,-0.0714285714285714
31,4.285714285714286,0.1142857142857143,3,6,4,3.571428571428572,100,0,0,2,-102.14285714285714,-0.0485714285714285
70,3.4,0.36,1,16,1,3.0,101,2,1,0,-132.0,-1.412
28,4.333333333333333,0.0,1,15,4,3.333333333333333,110,0,1,0,658.3333333333334,0.37
25,3.857142857142857,0.1142857142857143,1,8,1,3.142857142857143,101,0,0,2,-16.857142857142858,-0.0257142857142857
16,4.5,0.0,1,12,1,3.25,100,0,0,2,0.0,0.0
70,3.5,0.1,1,16,1,3.0,10,0,0,2,229.0,0.325
14,4.0,0.0,2,10,0,3.6,101,0,0,0,167.4,0.05
55,3.0,0.0,1,7,1,3.333333333333333,101,0,0,2,40.0,0.16
16,2.875,0.2125,3,6,2,2.875,100,0,1,0,477.75,0.15125
72,4.5,0.2,2,5,4,4.0,100,0,0,2,1517.5,0.32
8,2.875,0.15,3,13,4,2.75,100,0,0,0,659.25,0.2125
18,3.75,0.2,1,1,1,3.25,1,0,0,2,121.125,0.0549999999999999
16,2.0,0.0,1,12,1,3.0,1,1,2,1,9.0,0.15
21,4.5,0.0,2,9,0,3.0,110,0,0,2,1657.0,0.17
35,3.6666666666666665,0.0,1,12,1,3.0,100,0,0,0,10.444444444444445,0.06
58,4.5,0.0,1,7,1,3.5,101,0,0,2,74.5,0.13
56,4.333333333333333,0.0888888888888888,1,3,1,3.4444444444444446,1,0,0,2,194.77777777777777,0.2888888888888889
39,4.571428571428571,0.0,1,2,1,3.4285714285714284,101,0,1,2,56.71428571428572,0.1999999999999999
19,3.75,0.1,1,3,1,3.1666666666666665,100,0,0,2,-19.166666666666668,-0.1074999999999999
8,3.125,0.175,3,6,1,3.0,100,0,0,2,323.125,0.31
8,4.111111111111111,0.1111111111111111,3,6,1,3.333333333333333,101,0,0,0,-149.77777777777777,-0.1022222222222222
68,3.5,0.2,1,16,1,3.5,100,2,1,0,48.5,-0.5999999999999999
63,4.333333333333333,0.1333333333333333,2,11,4,3.6666666666666665,100,0,0,2,174.16666666666666,0.06
17,3.6,0.16,2,10,0,3.2,1,0,0,2,1127.4,0.354
5,4.25,0.2,1,4,2,3.0,100,0,1,0,-716.25,-0.095
59,4.5,0.4,3,13,2,3.5,100,2,1,0,-867.0,-0.3
58,3.0,0.0,1,7,1,2.7142857142857144,100,0,0,2,282.7142857142857,0.3
31,3.6666666666666665,0.0,1,12,1,3.0,1,2,1,0,19.33333333333333,0.15
23,4.0,0.1142857142857143,3,13,0,3.4285714285714284,101,0,1,0,2046.857142857143,0.3214285714285714
65,5.0,0.4666666666666666,3,17,0,4.0,100,1,1,0,-270.3333333333333,-0.2633333333333333
67,4.142857142857143,0.0,1,7,1,3.7142857142857135,101,0,1,2,115.85714285714286,0.32
38,3.75,0.45,1,16,1,3.75,101,0,0,2,-167.75,-1.45
10,4.3,0.04,1,8,1,3.7,100,0,0,2,77.3,0.288
16,5.0,0.0,1,12,1,4.0,100,0,0,2,63.2,0.34
18,4.333333333333333,0.0,1,1,1,3.5,100,0,1,2,47.66666666666666,0.11
34,4.4,0.2,1,16,1,3.8,101,2,1,0,55.4,-0.276
60,3.333333333333333,0.0,1,2,1,3.333333333333333,1,2,1,0,92.0,0.16
52,3.1666666666666665,0.0,1,15,4,3.5,100,0,1,0,731.1666666666666,0.25
21,4.6,0.08,2,9,0,4.0,1,2,1,2,-24.0,-0.088
40,4.5,0.2,2,11,4,4.0,1,1,2,1,272.0,0.28
23,4.307692307692308,0.1846153846153846,3,13,4,3.615384615384616,1,0,0,2,1408.6153846153843,0.24
13,4.0,0.0,1,2,1,3.0,100,0,0,2,197.6,0.45
12,3.0,0.24,2,9,0,3.0,100,0,0,2,1936.2,0.144
60,4.0,0.0,1,2,1,3.375,100,0,0,2,171.0,0.48
53,2.75,0.2,1,1,1,3.0,10,2,0,2,-46.5,-0.2
56,3.2,0.08,1,3,1,3.0,101,0,0,2,2.0,0.048
24,4.285714285714286,0.0857142857142857,3,6,1,3.2857142857142856,10,2,1,0,202.42857142857144,0.2328571428571428
28,4.0,0.0,1,15,4,3.4285714285714284,1,0,0,2,1973.142857142857,0.5
16,4.555555555555555,0.1444444444444444,3,6,4,3.555555555555556,100,0,1,0,41.22222222222222,1.2335811384723961e-17
48,4.8,0.0,1,2,1,4.0,100,0,0,2,222.6,0.22
35,2.833333333333333,0.0,1,12,1,2.833333333333333,110,0,0,2,92.66666666666669,0.3799999999999999
20,4.222222222222222,0.2222222222222222,2,11,4,3.4444444444444446,100,0,0,2,25.33333333333333,-0.1355555555555555
13,2.4,0.0,1,2,1,2.6,101,0,0,2,22.8,0.03
23,4.833333333333333,0.1333333333333333,3,13,4,3.5,101,0,1,0,379.5,0.1066666666666666
32,2.6666666666666665,0.0,3,13,4,2.6666666666666665,10,0,0,2,483.3333333333333,0.18
70,3.5,0.3666666666666667,1,16,1,2.6666666666666665,1,0,0,2,-19.666666666666668,-0.7266666666666666
45,4.0,0.2,2,5,1,3.0,1,2,1,0,109.5,0.12
22,4.0,0.1333333333333333,1,1,1,3.333333333333333,101,0,0,2,-36.44444444444444,-0.0766666666666666
60,4.0,0.0,1,2,1,3.2,10,0,0,2,86.4,0.18
65,5.5,0.325,3,17,2,4.0,100,0,0,2,1524.5,0.13
53,2.8,0.0,1,1,1,2.8,101,0,0,2,83.0,0.13
29,4.166666666666667,0.0666666666666666,1,3,1,3.6666666666666665,100,0,0,2,17.0,-0.0216666666666666
46,3.1666666666666665,0.0666666666666666,1,4,1,3.0,100,0,0,0,542.5,0.4216666666666666
