name,brand,days,deliver_way,discount,category,sub_category,price,user_type,user_city,user_province,user_area,profit,sell_num,label
"SanDisk 闪存驱动器, 可编程",SanDisk,2,二级,0.0,技术,配件,191.55555555555554,消费者,晋江,海南,中南,0.46,2,0
"Eaton 信纸, 优质",Eaton,5,标准级,0.0,办公用品,纸张,210.8,消费者,莱州,山东,华东,0.42,2,0
"施乐 信纸, 优质",施乐,7,标准级,0.0,办公用品,纸张,210.0,消费者,莱州,山东,华东,0.44,2,0
"Fiskars 剪刀, 工业",Fiskars,2,二级,0.0,办公用品,用品,115.66666666666667,消费者,瓦房店,辽宁,东北,0.23,2,0
"Cameo 搭扣信封, 红色",Cameo,7,标准级,0.0,办公用品,信封,61.0,消费者,黄石,湖北,中南,0.49,2,0
"Bush 古典书架, 金属",Bush,4,标准级,0.0,家具,书架,1923.3333333333333,消费者,天津,天津,华北,0.04,2,0
"摩托罗拉 充电器, 全尺寸",摩托罗拉,2,二级,0.4,技术,电话,1803.0,消费者,贵溪,江西,华东,-0.57,1,0
"三星 充电器, 全尺寸",三星,2,二级,0.0,技术,电话,2975.0,消费者,贵溪,江西,华东,0.2,1,0
"摩托罗拉 耳机, 混合尺寸",摩托罗拉,2,二级,0.0,技术,电话,385.0,消费者,唐山,河北,华北,0.4,3,0
"惠普 复印机, 红色",惠普,3,二级,0.4,技术,复印机,677.3076923076923,公司,唐山,河北,华北,-0.63,6,0
"Brother 复印机, 红色",Brother,4,标准级,0.4,技术,复印机,729.4285714285714,公司,唐山,河北,华北,-0.05,6,0
"Kleencut 剪刀, 蓝色",Kleencut,4,标准级,0.0,办公用品,用品,104.0,公司,唐山,河北,华北,0.36,2,0
"OIC 夹子, 每包 12 个",OIC,6,标准级,0.4,办公用品,系固件,53.666666666666664,公司,宜昌,湖北,中南,-0.02,3,0
"Stanley 记号笔, 整包",Stanley,4,标准级,0.0,办公用品,美术,105.0,公司,宜昌,湖北,中南,0.13,1,0
"Ames 搭扣信封, 回收",Ames,4,标准级,0.0,办公用品,信封,28.0,消费者,大连,辽宁,东北,0.14,3,0
"Advantus 灯泡, 优质",Advantus,6,标准级,0.4,家具,用具,52.5,消费者,大连,辽宁,东北,-0.5,2,0
"惠普 传真复印机, 每套两件",惠普,4,标准级,0.2,技术,复印机,645.5,消费者,抚顺,辽宁,东北,-0.19,8,0
"Jiffy 邮寄品, 银色",Jiffy,2,一级,0.0,办公用品,信封,184.6,消费者,抚顺,辽宁,东北,0.03,7,0
"Cameo 邮寄品, 银色",Cameo,5,标准级,0.0,办公用品,信封,189.33333333333334,消费者,抚顺,辽宁,东北,0.11,7,0
"惠普 传真机, 彩色",惠普,4,标准级,0.0,技术,复印机,1406.5,消费者,抚顺,辽宁,东北,0.41,3,0
"Green Bar 令, 回收",Green Bar,5,标准级,0.0,办公用品,纸张,138.33333333333334,消费者,宁海,山东,华东,0.48,2,0
"Enermax 令, 回收",Enermax,6,标准级,0.0,办公用品,纸张,132.5,消费者,宁海,山东,华东,0.09,2,0
"施乐 令, 回收",施乐,3,二级,0.0,办公用品,纸张,122.66666666666667,消费者,宁海,山东,华东,0.09,2,0
"佳能 传真复印机, 红色",佳能,6,标准级,0.0,技术,复印机,884.5,消费者,宁海,山东,华东,0.16,4,0
"惠普 传真复印机, 红色",惠普,4,标准级,0.0,技术,复印机,798.4,消费者,宁海,山东,华东,0.29,4,0
"Sauder 搁架, 金属",Sauder,2,一级,0.0,家具,书架,905.5714285714286,消费者,上海,上海,华东,0.14,12,0
"Dania 搁架, 金属",Dania,4,标准级,0.0,家具,书架,787.7142857142857,消费者,上海,上海,华东,0.12,12,0
"Novimex 折叠椅, 红色",Novimex,2,二级,0.1,家具,椅子,345.5,消费者,上海,上海,华东,-0.07,6,0
"Boston 速写本, 金属",Boston,6,标准级,0.0,办公用品,美术,232.5,小型企业,枣庄,山东,华东,0.32,8,0
"SanDisk 键盘, 耐用",SanDisk,2,二级,0.4,技术,配件,228.66666666666666,小型企业,枣庄,山东,华东,-0.62,2,0
"贝尔金 键盘, 耐用",贝尔金,6,标准级,0.4,技术,配件,235.4,小型企业,枣庄,山东,华东,-0.43,2,0
"Acco 标签, 回收",Acco,2,一级,0.0,办公用品,装订机,41.5,公司,抚顺,辽宁,东北,0.13,7,0
"Eldon 闹钟, 耐用",Eldon,7,标准级,0.4,家具,用具,150.0,消费者,启东,江苏,华东,-0.38,5,0
"Tenex 闹钟, 耐用",Tenex,5,标准级,0.4,家具,用具,132.5,消费者,启东,江苏,华东,-0.3,5,0
"Hon 椅垫, 可调",Hon,4,标准级,0.4,家具,椅子,162.5,消费者,启东,江苏,华东,0.17,5,0
"Green Bar 令, 优质",Green Bar,7,标准级,0.0,办公用品,纸张,139.0,消费者,启东,江苏,华东,0.26,3,0
"松下 喷墨打印机, 白色",松下,4,标准级,0.0,技术,设备,1449.0,公司,内江,四川,西南,0.33,2,0
"Stockwell 回形针, 整包",Stockwell,6,标准级,0.0,办公用品,系固件,65.0,公司,内江,四川,西南,0.49,3,0
"Acco 孔加固材料, 实惠",Acco,3,一级,0.4,办公用品,装订机,18.6,消费者,吉林市,吉林,东北,0.02,2,0
"Ibico 孔加固材料, 实惠",Ibico,5,标准级,0.0,办公用品,装订机,32.5,消费者,吉林市,吉林,东北,0.01,2,0
"Brother 墨水, 彩色",Brother,6,标准级,0.0,技术,复印机,694.0,消费者,邓州,河南,中南,0.03,6,0
"惠普 墨水, 彩色",惠普,1,一级,0.4,技术,复印机,364.5,消费者,邓州,河南,中南,0.07,6,0
"Kraft 外皮和封条, 银色",Kraft,5,标准级,0.0,办公用品,信封,106.75,小型企业,淮南,安徽,华东,0.1,5,0
"松下 打印机, 耐用",松下,4,标准级,0.0,技术,设备,1244.2222222222222,消费者,东胜,内蒙古,华北,0.12,3,0
"三星 智能手机, 混合尺寸",三星,6,标准级,0.0,技术,电话,588.3333333333334,小型企业,自贡,四川,西南,0.17,4,0
"思科 智能手机, 混合尺寸",思科,2,二级,0.4,技术,电话,395.75,小型企业,自贡,四川,西南,0.07,4,0
"罗技 闪存驱动器, 实惠",罗技,3,一级,0.4,技术,配件,85.4,小型企业,开封,河南,中南,-0.6,2,0
"Sauder 书架, 金属",Sauder,4,标准级,0.0,家具,书架,682.75,消费者,成都,四川,西南,0.23,9,0
"Boston 钢笔, 整包",Boston,4,标准级,0.8,办公用品,美术,13.571428571428571,消费者,成都,四川,西南,-1.56,3,0
"BIC 钢笔, 整包",BIC,4,标准级,0.0,办公用品,美术,68.0,消费者,成都,四川,西南,0.09,3,0
"Barricks 木桌, 黑色",Barricks,4,标准级,0.4,家具,桌子,1447.3333333333333,消费者,成都,四川,西南,-0.65,1,0
"Smead 盒, 金属",Smead,2,二级,0.0,办公用品,收纳具,46.0,消费者,聊城,山东,华东,0.22,5,0
"Eldon 盒, 金属",Eldon,6,标准级,0.0,办公用品,收纳具,43.666666666666664,消费者,聊城,山东,华东,0.36,5,0
"Fellowes 盒, 金属",Fellowes,2,二级,0.0,办公用品,收纳具,87.5,消费者,聊城,山东,华东,0.14,5,0
"SAFCO 椅垫, 可调",SAFCO,2,二级,0.0,家具,椅子,290.8333333333333,消费者,铜仁,贵州,西南,0.46,2,0
"诺基亚 信号增强器, 蓝色",诺基亚,6,标准级,0.0,技术,电话,637.0,消费者,漳州,福建,华东,0.05,2,0
"Office Star 椅垫, 黑色",Office Star,3,一级,0.4,家具,椅子,177.33333333333334,小型企业,唐山,河北,华北,-0.03,2,0
"Breville 烤面包机, 银色",Breville,3,一级,0.0,办公用品,器具,361.5,小型企业,济宁,山东,华东,0.2,4,0
"SAFCO 扶手椅, 黑色",SAFCO,1,一级,0.4,家具,椅子,1285.0,公司,汕头,广东,中南,-0.22,3,0
"Novimex 运输标签, 红色",Novimex,2,二级,0.0,办公用品,标签,50.5,公司,汕头,广东,中南,0.42,2,0
"Smead 运输标签, 红色",Smead,0,当日,0.0,办公用品,标签,53.5,公司,汕头,广东,中南,0.44,2,0
"Green Bar 信纸, 回收",Green Bar,7,标准级,0.0,办公用品,纸张,225.5,公司,汕头,广东,中南,0.32,3,0
"Eaton 信纸, 回收",Eaton,4,标准级,0.0,办公用品,纸张,210.0,公司,汕头,广东,中南,0.49,3,0
"Kraft 局间信封, 回收",Kraft,4,标准级,0.0,办公用品,信封,213.4,公司,太原,山西,华北,0.28,4,0
"苹果 音频基座, 全尺寸",苹果,3,二级,0.0,技术,电话,785.0,公司,太原,山西,华北,0.38,4,0
"OIC 图钉, 混合尺寸",OIC,4,标准级,0.0,办公用品,系固件,54.0,公司,太原,山西,华北,0.26,4,0
"Harbour Creations 椅垫, 红色",Harbour Creations,4,标准级,0.4,家具,椅子,202.0,消费者,上海,上海,华东,-0.07,4,0
"SAFCO 摇椅, 每套两件",SAFCO,0,当日,0.0,家具,椅子,640.0,消费者,天津,天津,华北,0.23,4,0
"Hon 摇椅, 每套两件",Hon,4,标准级,0.4,家具,椅子,372.0,消费者,天津,天津,华北,-0.23,4,0
"Kraft 外皮和封条, 回收",Kraft,3,一级,0.0,办公用品,信封,90.0,消费者,天津,天津,华北,0.28,1,0
"Ames 外皮和封条, 回收",Ames,5,标准级,0.0,办公用品,信封,81.57142857142857,消费者,天津,天津,华北,0.34,1,0
"Kraft 邮寄品, 红色",Kraft,6,标准级,0.0,办公用品,信封,192.2,消费者,江都,江苏,华东,0.36,5,0
"Ames 邮寄品, 红色",Ames,6,标准级,0.0,办公用品,信封,183.66666666666666,消费者,江都,江苏,华东,0.43,5,0
"Kleencut 剪刀, 钢",Kleencut,4,标准级,0.0,办公用品,用品,101.25,小型企业,武汉,湖北,中南,0.09,2,0
"SAFCO 摇椅, 黑色",SAFCO,3,二级,0.0,家具,椅子,618.0,消费者,太原,山西,华北,0.18,2,0
"Office Star 摇椅, 黑色",Office Star,2,二级,0.4,家具,椅子,387.5,消费者,太原,山西,华北,0.13,2,0
"Brother 墨水, 红色",Brother,4,标准级,0.0,技术,复印机,679.0,小型企业,滁州,安徽,华东,0.21,2,0
"Enermax 令, 每包 12 个",Enermax,5,标准级,0.0,办公用品,纸张,152.125,消费者,吉林市,吉林,东北,0.11,3,0
"SanDisk 令, 每包 12 个",SanDisk,5,标准级,0.0,办公用品,纸张,158.25,消费者,吉林市,吉林,东北,0.13,3,0
"Dania 墙角架, 传统",Dania,7,标准级,0.0,家具,书架,569.6,消费者,吉林市,吉林,东北,0.17,2,0
"Bush 墙角架, 传统",Bush,4,标准级,0.0,家具,书架,578.6666666666666,消费者,吉林市,吉林,东北,0.25,2,0
"苹果 音频基座, 混合尺寸",苹果,1,一级,0.0,技术,电话,792.0833333333334,消费者,吉林市,吉林,东北,0.16,3,0
"Avery 合法证物标签, 耐用",Avery,2,二级,0.0,办公用品,标签,54.714285714285715,消费者,吉林市,吉林,东北,0.29,2,0
"Acme 剪刀, 蓝色",Acme,4,二级,0.0,办公用品,用品,118.75,消费者,重庆,重庆,西南,0.11,7,0
"Sanford 钢笔, 蓝色",Sanford,7,标准级,0.2,办公用品,美术,41.5,公司,肃州,甘肃,西北,-0.21,5,0
"Enermax 羊皮纸, 优质",Enermax,3,一级,0.0,办公用品,纸张,71.8,小型企业,榆林,陕西,西北,0.36,8,0
"施乐 羊皮纸, 优质",施乐,2,一级,0.0,办公用品,纸张,62.0,小型企业,榆林,陕西,西北,0.33,8,0
"Eldon 锁柜, 单宽度",Eldon,5,二级,0.0,办公用品,收纳具,923.6666666666666,小型企业,天津,天津,华北,0.47,3,0
"Tenex 锁柜, 单宽度",Tenex,2,二级,0.0,办公用品,收纳具,953.0,小型企业,天津,天津,华北,0.42,3,0
"GlobeWeis 搭扣信封, 红色",GlobeWeis,2,二级,0.0,办公用品,信封,62.75,消费者,晋城,山西,华北,0.34,3,0
"Office Star 折叠椅, 红色",Office Star,5,标准级,0.0,家具,椅子,428.0,消费者,晋城,山西,华北,0.19,2,0
"Hoover 咖啡研磨机, 银色",Hoover,6,标准级,0.0,办公用品,器具,324.5,消费者,遵义,贵州,西南,0.11,5,0
"惠普 个人复印机, 红色",惠普,4,二级,0.0,技术,复印机,571.625,公司,宽甸,辽宁,东北,0.15,7,0
"Kleencut 大剪刀, 钢",Kleencut,3,一级,0.4,办公用品,用品,129.2,公司,宽甸,辽宁,东北,0.08,1,0
"Elite 大剪刀, 钢",Elite,0,当日,0.0,办公用品,用品,217.0,公司,宽甸,辽宁,东北,0.11,1,0
"Stockwell 回形针, 混合尺寸",Stockwell,6,标准级,0.4,办公用品,系固件,32.0,公司,澄江,江苏,华东,0.01,2,0
"OIC 回形针, 混合尺寸",OIC,6,标准级,0.4,办公用品,系固件,33.333333333333336,公司,澄江,江苏,华东,-0.64,2,0
"Elite 美工刀, 工业",Elite,2,一级,0.0,办公用品,用品,170.5,公司,温州,浙江,华东,0.26,5,0
"Eldon 闹钟, 黑色",Eldon,7,标准级,0.4,家具,用具,158.0,消费者,北京,北京,华北,0.1,8,0
"Office Star 折叠椅, 可调",Office Star,5,二级,0.0,家具,椅子,439.6666666666667,消费者,汕头,广东,中南,0.14,2,0
"Novimex 折叠椅, 可调",Novimex,5,标准级,0.0,家具,椅子,395.0,消费者,汕头,广东,中南,0.49,2,0
"SAFCO 折叠椅, 可调",SAFCO,5,标准级,0.0,家具,椅子,411.5,消费者,汕头,广东,中南,0.2,2,0
"Ames 商业信封, 红色",Ames,0,当日,0.0,办公用品,信封,85.0,消费者,本溪,辽宁,东北,0.32,8,0
"Hewlett 墨水, 彩色",Hewlett,3,二级,0.4,技术,复印机,420.0,消费者,本溪,辽宁,东北,-0.47,5,0
"佳能 墨水, 彩色",佳能,5,标准级,0.0,技术,复印机,693.5,消费者,本溪,辽宁,东北,0.09,5,0
"Stockwell 按钉, 混合尺寸",Stockwell,5,标准级,0.4,办公用品,系固件,33.0,小型企业,门头沟,北京,华北,-0.15,2,0
"Fellowes 搁板, 蓝色",Fellowes,5,二级,0.0,办公用品,收纳具,270.0,小型企业,门头沟,北京,华北,0.27,7,0
"Harbour Creations 折叠椅, 可调",Harbour Creations,5,标准级,0.1,家具,椅子,421.5,小型企业,门头沟,北京,华北,0.23,2,0
"Office Star 折叠椅, 可调",Office Star,5,二级,0.0,家具,椅子,439.6666666666667,小型企业,门头沟,北京,华北,0.14,2,0
"Novimex 折叠椅, 可调",Novimex,5,标准级,0.0,家具,椅子,395.0,小型企业,门头沟,北京,华北,0.49,2,0
"Novimex 文件夹标签, 耐用",Novimex,5,标准级,0.0,办公用品,标签,40.0,公司,上海,上海,华东,0.13,2,0
"Acme 大剪刀, 蓝色",Acme,3,一级,0.0,办公用品,用品,233.0,公司,上海,上海,华东,0.11,3,0
"Enermax 计划信息表, 多色",Enermax,4,标准级,0.0,办公用品,纸张,111.5,公司,上海,上海,华东,0.15,2,0
"Harbour Creations 运输标签, 可调",Harbour Creations,5,标准级,0.0,办公用品,标签,43.5,消费者,梧州,广西,中南,0.14,4,0
"Eldon 文件夹, 工业",Eldon,2,一级,0.0,办公用品,收纳具,81.5,消费者,绍兴,浙江,华东,0.4,3,0
"Elite 美工刀, 蓝色",Elite,5,标准级,0.4,办公用品,用品,97.66666666666667,消费者,绍兴,浙江,华东,-0.47,1,0
"Cardinal 孔加固材料, 耐用",Cardinal,4,标准级,0.0,办公用品,装订机,32.0,公司,宜昌,湖北,中南,0.02,3,0
"Bush 柜, 金属",Bush,2,一级,0.4,家具,书架,400.0,公司,宜昌,湖北,中南,-0.25,2,0
"松下 计算器, 多色",松下,4,标准级,0.4,技术,设备,140.75,公司,宜昌,湖北,中南,-0.33,8,0
"Brother 墨水, 彩色",Brother,6,标准级,0.4,技术,复印机,416.3333333333333,公司,宜昌,湖北,中南,-0.62,3,0
"Memorex 记忆卡, 回收",Memorex,6,标准级,0.0,技术,配件,467.0,小型企业,成都,四川,西南,0.39,2,0
"BIC 画布, 混合尺寸",BIC,3,二级,0.0,办公用品,美术,265.45454545454544,小型企业,成都,四川,西南,0.22,1,0
"SAFCO 摇椅, 黑色",SAFCO,5,标准级,0.0,家具,椅子,618.2,小型企业,成都,四川,西南,0.18,5,0
"Harbour Creations 摇椅, 黑色",Harbour Creations,4,标准级,0.0,家具,椅子,675.0,消费者,禹城,山东,华东,0.35,8,0
"Kleencut 剪刀, 蓝色",Kleencut,3,一级,0.0,办公用品,用品,104.0,消费者,禹城,山东,华东,0.36,1,0
"SanDisk 备忘录便条, 回收",SanDisk,4,标准级,0.0,办公用品,纸张,78.8,消费者,禹城,山东,华东,0.28,8,0
"Eaton 备忘录便条, 回收",Eaton,2,二级,0.0,办公用品,纸张,63.8,消费者,禹城,山东,华东,0.16,8,0
"施乐 备忘录便条, 回收",施乐,2,一级,0.0,办公用品,纸张,62.666666666666664,消费者,禹城,山东,华东,0.12,8,0
"Acco 打孔机, 透明",Acco,2,一级,0.0,办公用品,装订机,138.0,消费者,合肥,安徽,华东,0.23,3,0
"Boston 画布, 蓝色",Boston,3,二级,0.0,办公用品,美术,250.0,公司,平度,山东,华东,0.13,3,0
"Sanford 画布, 蓝色",Sanford,1,一级,0.8,办公用品,美术,47.2,公司,平度,山东,华东,-3.55,3,0
"Stiletto 尺子, 蓝色",Stiletto,0,当日,0.0,办公用品,用品,69.33333333333333,消费者,沈阳,辽宁,东北,0.36,3,0
"Kleencut 尺子, 蓝色",Kleencut,5,标准级,0.4,办公用品,用品,38.0,消费者,沈阳,辽宁,东北,-0.39,3,0
"罗技 键区, 耐用",罗技,4,标准级,0.0,技术,配件,217.14285714285714,消费者,沈阳,辽宁,东北,0.09,5,0
"Cardinal 订书机, 回收",Cardinal,4,标准级,0.0,办公用品,装订机,234.0,消费者,沈阳,辽宁,东北,0.25,8,0
"Advantus 灯泡, 一包多件",Advantus,0,当日,0.0,家具,用具,94.0,公司,厦门,福建,华东,0.2,2,0
"Eldon 灯泡, 一包多件",Eldon,2,二级,0.0,家具,用具,117.85714285714286,公司,厦门,福建,华东,0.21,2,0
"Harbour Creations 凳子, 每套两件",Harbour Creations,3,二级,0.4,家具,椅子,510.57142857142856,公司,厦门,福建,华东,-0.05,5,0
"Breville 烤面包机, 红色",Breville,7,标准级,0.0,办公用品,器具,358.0,公司,盐城,江苏,华东,0.46,2,0
"Cuisinart 烤面包机, 红色",Cuisinart,7,标准级,0.0,办公用品,器具,249.4,公司,盐城,江苏,华东,0.3,2,0
"Hon 折叠椅, 黑色",Hon,3,二级,0.0,家具,椅子,368.6,公司,盐城,江苏,华东,0.05,3,0
"OIC 图钉, 每包 12 个",OIC,3,一级,0.4,办公用品,系固件,37.833333333333336,消费者,海拉尔,内蒙古,华北,-0.2,2,0
"Novimex 摇椅, 红色",Novimex,5,标准级,0.0,家具,椅子,613.3333333333334,消费者,海拉尔,内蒙古,华北,0.3,8,0
"Breville 搅拌机, 红色",Breville,2,二级,0.0,办公用品,器具,421.0,公司,沈阳,辽宁,东北,0.1,2,0
"Hamilton Beach 搅拌机, 红色",Hamilton Beach,6,标准级,0.4,办公用品,器具,198.85714285714286,公司,沈阳,辽宁,东北,-0.32,2,0
"Tenex 盘, 单宽度",Tenex,2,二级,0.0,办公用品,收纳具,253.0,消费者,宿州,安徽,华东,0.32,2,0
"KitchenAid 炉灶, 白色",KitchenAid,7,标准级,0.0,办公用品,器具,2652.0,消费者,宿州,安徽,华东,0.18,5,0
"Fiskars 大剪刀, 蓝色",Fiskars,2,二级,0.0,办公用品,用品,222.33333333333334,消费者,洛阳,河南,中南,0.09,2,0
"Acme 大剪刀, 蓝色",Acme,6,标准级,0.0,办公用品,用品,233.0,消费者,洛阳,河南,中南,0.11,2,0
"Eaton 计划信息表, 多色",Eaton,7,标准级,0.0,办公用品,纸张,102.66666666666667,消费者,潍坊,山东,华东,0.25,5,0
"冲电器 卡片打印机, 白色",冲电器,4,标准级,0.0,技术,设备,813.0,消费者,潍坊,山东,华东,0.43,4,0
"惠普 墨水, 红色",惠普,3,一级,0.0,技术,复印机,592.0,消费者,潍坊,山东,华东,0.27,2,0
"Tenex 锁柜, 蓝色",Tenex,5,标准级,0.0,办公用品,收纳具,952.8,消费者,潍坊,山东,华东,0.5,6,0
"Rogers 盘, 工业",Rogers,4,标准级,0.0,办公用品,收纳具,290.0,消费者,潍坊,山东,华东,0.44,3,0
"Hamilton Beach 冰箱, 红色",Hamilton Beach,5,标准级,0.0,办公用品,器具,2334.0,小型企业,合川,重庆,西南,0.07,3,0
"Harbour Creations 可去除的标签, 耐用",Harbour Creations,7,标准级,0.0,办公用品,标签,50.125,消费者,广州,广东,中南,0.12,6,0
"Binney & Smith 钢笔, 金属",Binney & Smith,5,标准级,0.0,办公用品,美术,61.57142857142857,消费者,睢城,江苏,华东,0.05,1,0
"Eldon 分层置放架, 耐用",Eldon,0,当日,0.4,家具,用具,80.0,公司,北京,北京,华北,-0.17,3,0
"Advantus 分层置放架, 耐用",Advantus,4,标准级,0.0,家具,用具,109.0,公司,北京,北京,华北,0.31,3,0
"Tenex 框架, 黑色",Tenex,7,标准级,0.4,家具,用具,308.0,公司,北京,北京,华北,-0.42,5,0
"Rogers 盒, 金属",Rogers,5,标准级,0.0,办公用品,收纳具,107.66666666666667,消费者,开封,河南,中南,0.37,9,0
"Rogers 盒, 金属",Rogers,5,标准级,0.0,办公用品,收纳具,107.66666666666667,消费者,开封,河南,中南,0.37,9,0
"Smead 盒, 单宽度",Smead,5,标准级,0.0,办公用品,收纳具,50.4,消费者,开封,河南,中南,0.44,5,0
"Rogers 盒, 单宽度",Rogers,2,一级,0.0,办公用品,收纳具,112.0,消费者,开封,河南,中南,0.04,5,0
"Avery 可去除的标签, 白色",Avery,6,标准级,0.0,办公用品,标签,50.2,消费者,开封,河南,中南,0.04,6,0
"Novimex 可去除的标签, 白色",Novimex,4,标准级,0.0,办公用品,标签,46.0,消费者,开封,河南,中南,0.42,6,0
"Harbour Creations 折叠椅, 红色",Harbour Creations,4,二级,0.0,家具,椅子,457.0,消费者,常州,江苏,华东,0.42,5,0
"Novimex 折叠椅, 红色",Novimex,5,标准级,0.0,家具,椅子,383.5,消费者,常州,江苏,华东,0.04,5,0
"Stiletto 剪刀, 钢",Stiletto,0,当日,0.0,办公用品,用品,107.42857142857143,消费者,宿州,安徽,华东,0.15,5,0
"Fiskars 剪刀, 钢",Fiskars,1,一级,0.0,办公用品,用品,105.33333333333333,消费者,宿州,安徽,华东,0.12,5,0
"思科 耳机, 混合尺寸",思科,5,二级,0.0,技术,电话,426.0,公司,新泰,山东,华东,0.14,3,0
"三星 耳机, 混合尺寸",三星,3,一级,0.0,技术,电话,355.0,公司,新泰,山东,华东,0.11,3,0
"Wilson Jones 装订机盖, 回收",Wilson Jones,1,一级,0.0,办公用品,装订机,54.0,消费者,汕头,广东,中南,0.18,1,0
"松下 计算器, 红色",松下,1,一级,0.0,技术,设备,221.33333333333334,消费者,济宁,内蒙古,华北,0.25,5,0
"BIC 荧光笔, 混合尺寸",BIC,2,二级,0.0,办公用品,美术,103.14285714285714,消费者,济宁,内蒙古,华北,0.21,9,0
"Fellowes 盒, 单宽度",Fellowes,3,一级,0.0,办公用品,收纳具,92.0,公司,梅河口,吉林,东北,0.3,5,0
"Safco 书架, 传统",Safco,6,标准级,0.4,家具,书架,417.25,消费者,肇东,黑龙江,东北,0.05,2,0
"SanDisk 鼠标, 可编程",SanDisk,5,二级,0.0,技术,配件,186.0,消费者,漯河,河南,中南,0.09,2,0
"Memorex 鼠标, 可编程",Memorex,3,一级,0.0,技术,配件,138.5,消费者,漯河,河南,中南,0.15,2,0
"Harbour Creations 凳子, 红色",Harbour Creations,2,二级,0.0,家具,椅子,840.6666666666666,公司,宿州,安徽,华东,0.2,2,0
"Tenex 盘, 蓝色",Tenex,5,标准级,0.0,办公用品,收纳具,253.0,小型企业,南充,四川,西南,0.49,2,0
"StarTech 收据打印机, 红色",StarTech,2,二级,0.4,技术,设备,301.7142857142857,消费者,邵武,福建,华东,-0.57,2,0
"Rubvermaid 框架, 优质",Rubvermaid,4,二级,0.4,家具,用具,303.8333333333333,公司,益阳,湖南,中南,-0.57,3,0
"Eldon 框架, 优质",Eldon,2,二级,0.0,家具,用具,536.0,公司,桓仁,辽宁,东北,0.46,6,0
"三星 音频基座, 蓝色",三星,3,一级,0.0,技术,电话,778.5,公司,武汉,湖北,中南,0.15,5,0
"三星 音频基座, 蓝色",三星,3,一级,0.0,技术,电话,778.5,公司,武汉,湖北,中南,0.15,5,0
"思科 音频基座, 蓝色",思科,4,标准级,0.0,技术,电话,850.0,公司,武汉,湖北,中南,0.46,5,0
"Tenex 文件车, 单宽度",Tenex,4,标准级,0.0,办公用品,收纳具,626.0,公司,武汉,湖北,中南,0.17,6,0
"Dania 书架, 金属",Dania,5,标准级,0.4,家具,书架,339.0,消费者,兰州,甘肃,西北,0.0,1,0
"Avery 孔加固材料, 耐用",Avery,5,标准级,0.0,办公用品,装订机,27.5,消费者,梅河口,吉林,东北,0.02,3,0
"Ames 外皮和封条, 每套 50 个",Ames,4,标准级,0.0,办公用品,信封,87.0,消费者,汕尾,广东,中南,0.15,3,0
"Kraft 外皮和封条, 每套 50 个",Kraft,5,二级,0.0,办公用品,信封,95.66666666666667,消费者,汕尾,广东,中南,0.0,3,0
"Cameo 外皮和封条, 每套 50 个",Cameo,5,标准级,0.0,办公用品,信封,98.0,消费者,汕尾,广东,中南,0.09,3,0
"Sauder 柜, 白色",Sauder,6,标准级,0.0,家具,书架,789.5714285714286,公司,云阳,河南,中南,0.42,3,0
"Eaton 信纸, 优质",Eaton,5,标准级,0.0,办公用品,纸张,210.8,消费者,广州,广东,中南,0.42,2,0
"Green Bar 信纸, 优质",Green Bar,5,二级,0.0,办公用品,纸张,226.0,消费者,广州,广东,中南,0.35,2,0
"Harbour Creations 圆形标签, 白色",Harbour Creations,5,二级,0.0,办公用品,标签,31.5,消费者,广州,广东,中南,0.11,1,0
"Advantus 灯泡, 一包多件",Advantus,4,标准级,0.0,家具,用具,94.0,消费者,深圳,广东,中南,0.2,2,0
"OIC 橡皮筋, 金属",OIC,4,标准级,0.0,办公用品,系固件,80.33333333333333,消费者,深圳,广东,中南,0.18,3,0
"Harbour Creations 合法证物标签, 可调",Harbour Creations,5,标准级,0.0,办公用品,标签,41.25,消费者,深圳,广东,中南,0.01,2,0
"Hon 合法证物标签, 可调",Hon,4,标准级,0.0,办公用品,标签,41.0,消费者,深圳,广东,中南,0.3,2,0
"Novimex 合法证物标签, 可调",Novimex,4,标准级,0.0,办公用品,标签,39.0,消费者,深圳,广东,中南,0.21,2,0
"Enermax 笔记本, 每包 12 个",Enermax,3,二级,0.0,办公用品,纸张,152.4,消费者,济南,山东,华东,0.26,6,0
"Hewlett 个人复印机, 红色",Hewlett,5,二级,0.0,技术,复印机,664.8,消费者,济南,山东,华东,0.14,6,0
"Cameo 局间信封, 红色",Cameo,5,标准级,0.0,办公用品,信封,238.0,消费者,济南,山东,华东,0.11,4,0
"Tenex 搁板, 金属",Tenex,2,二级,0.0,办公用品,收纳具,250.77777777777777,小型企业,钟祥,湖北,中南,0.4,4,0
"贝尔金 路由器, 回收",贝尔金,3,二级,0.4,技术,配件,718.0,消费者,盐城,江苏,华东,-0.05,4,0
"Eaton 羊皮纸, 多色",Eaton,6,标准级,0.0,办公用品,纸张,69.4,公司,武汉,湖北,中南,0.18,4,0
"Enermax 羊皮纸, 多色",Enermax,2,二级,0.0,办公用品,纸张,78.5,公司,武汉,湖北,中南,0.38,4,0
"Accos 夹子, 整包",Accos,3,二级,0.4,办公用品,系固件,54.333333333333336,小型企业,巨野,山东,华东,-0.52,3,0
"OIC 夹子, 整包",OIC,3,二级,0.4,办公用品,系固件,55.4,小型企业,巨野,山东,华东,-0.05,3,0
