brand,days,discount,category,sub_category,price,user_type,user_city,profit,sell_num,label
18,4,0,3,2,0,1,222002,0,0,0
56,5,1,1,4,0,1,222002,0,2,0
14,2,1,1,3,0,1,222002,0,1,0
15,4,1,1,3,0,1,553002,0,0,0
15,4,1,1,3,0,1,553002,0,0,0
5,6,1,1,3,0,1,553002,0,0,0
66,6,0,1,15,0,1,553002,2,0,0
61,0,0,1,15,0,1,553002,2,0,0
43,7,0,1,14,0,1,553002,2,0,0
53,2,0,1,14,0,1,553002,0,0,0
47,4,0,2,5,2,0,222013,2,0,0
20,4,1,3,12,0,0,222013,0,0,0
61,5,0,1,15,1,2,662001,2,2,0
55,3,1,2,7,0,0,112000,0,0,0
31,5,1,2,7,0,0,112000,0,0,0
38,5,1,2,7,0,0,112000,0,0,0
24,4,0,3,2,2,2,334001,2,0,0
40,4,1,3,2,2,2,334001,0,0,0
18,0,1,3,2,1,2,332009,0,0,0
24,6,0,3,2,2,2,332009,0,0,0
25,2,0,3,2,2,2,332009,2,0,0
11,0,1,2,7,0,0,335000,0,0,0
12,2,1,2,7,0,0,335000,0,0,0
27,1,2,1,14,0,0,330013,1,0,0
35,4,1,3,11,2,0,331026,0,1,0
41,0,1,1,13,2,0,331026,0,0,0
29,3,1,1,8,0,0,331026,0,0,0
9,4,1,1,6,0,0,331026,0,0,0
25,1,1,3,2,1,0,331026,0,2,0
7,5,1,2,5,2,0,331026,0,0,0
46,6,0,2,5,2,0,331026,2,0,0
1,2,1,1,1,0,0,332007,0,0,0
40,3,0,3,2,0,0,332007,2,0,0
18,3,1,3,2,0,0,332007,0,0,0
13,5,0,1,1,0,0,333001,2,2,0
11,2,1,2,7,2,0,333001,0,2,0
7,3,1,2,5,2,0,333001,0,0,0
9,3,1,1,6,0,1,222022,0,2,0
10,6,1,1,6,0,1,222022,0,2,0
15,4,1,2,9,0,1,222022,0,2,0
40,4,1,3,2,2,1,222022,0,2,0
18,0,0,3,2,0,1,222022,2,1,0
25,2,0,3,2,0,1,222022,2,1,0
13,5,1,1,1,0,0,222023,0,2,0
71,5,0,3,17,2,0,336016,0,0,0
13,2,0,1,1,0,0,336016,2,2,0
1,5,0,1,1,0,0,336016,2,2,0
30,4,0,1,1,0,0,336016,0,2,0
26,7,0,3,11,0,0,336016,0,0,0
65,4,1,3,11,2,0,336016,0,0,0
23,2,1,3,12,0,0,331008,0,0,0
22,4,0,3,12,0,0,331008,0,0,0
65,4,0,3,11,0,0,221028,2,1,0
13,4,1,1,1,0,0,222007,0,0,0
46,0,1,2,5,1,2,331004,0,0,0
1,4,0,1,1,0,0,113012,0,2,0
30,2,1,1,1,0,0,113012,0,2,0
2,6,0,1,1,0,0,113012,2,2,0
43,5,2,1,14,0,0,113012,1,2,0
40,7,1,3,2,2,0,113012,0,0,0
24,4,0,3,2,2,0,113012,2,0,0
42,7,1,1,4,0,0,334002,0,2,0
50,0,1,1,6,0,2,331003,0,2,0
31,5,1,2,7,2,2,331003,0,0,0
46,2,1,2,5,2,0,332023,0,0,0
47,5,1,2,5,2,0,332023,0,0,0
8,4,1,2,5,2,0,113013,0,0,0
8,2,0,2,5,2,0,113013,2,0,0
19,5,1,1,4,0,2,220043,0,2,0
1,4,1,1,1,0,0,330017,0,0,0
2,2,0,1,1,0,0,330017,0,0,0
44,2,1,2,16,0,0,330019,0,2,0
69,2,1,2,16,0,0,330019,0,2,0
52,4,1,1,14,0,0,330019,0,1,0
53,4,1,1,14,0,0,330019,0,1,0
43,4,1,1,14,0,0,330019,0,1,0
19,2,1,1,4,0,1,220046,0,2,0
5,2,1,1,3,0,1,220046,0,2,0
19,3,0,1,4,0,1,220046,2,1,0
18,4,0,3,2,0,2,331032,2,0,0
4,2,1,3,2,2,2,331032,0,0,0
61,2,1,1,15,0,0,333000,0,0,0
39,0,1,1,6,0,2,332008,0,2,0
68,2,1,1,6,0,2,332008,0,0,0
15,4,0,2,9,0,2,332008,2,0,0
22,4,1,1,13,2,0,336009,0,0,0
21,4,1,1,13,0,1,334014,0,0,0
41,2,1,1,13,0,1,334014,0,0,0
34,5,1,1,10,0,1,334014,0,0,0
22,2,1,3,12,0,1,334014,0,2,0
23,2,1,3,12,0,1,334014,0,2,0
54,6,1,1,10,0,2,222024,0,0,0
40,2,1,3,2,1,0,222010,0,2,0
25,4,0,3,2,2,0,222010,0,2,0
43,3,1,1,14,0,0,222010,0,2,0
28,3,1,1,14,0,0,222010,0,2,0
46,3,1,2,5,2,0,222010,0,0,0
24,2,1,3,2,0,0,222010,0,0,0
2,4,1,1,1,0,0,222010,0,2,0
3,4,1,1,1,0,0,222010,0,2,0
13,6,1,1,1,0,0,222010,0,2,0
53,5,2,1,14,0,0,222010,1,0,0
43,4,2,1,14,0,0,222010,1,0,0
13,6,1,1,1,0,0,330001,0,1,0
13,5,1,1,1,0,0,331010,0,1,0
40,0,0,3,2,0,2,220008,2,0,0
18,1,1,3,2,0,2,220008,0,1,0
40,4,1,3,2,0,2,220008,0,1,0
16,7,1,1,10,0,0,332006,0,0,0
49,2,0,3,11,2,0,112000,2,0,0
65,4,0,3,11,2,0,112000,2,0,0
18,3,1,3,2,2,2,550012,0,1,0
49,5,1,3,11,2,2,550012,0,0,0
23,6,1,1,13,2,2,332009,0,2,0
41,3,1,1,13,2,2,332009,0,2,0
23,2,1,1,13,2,0,332012,0,0,0
21,2,1,1,13,2,0,332012,0,0,0
41,3,1,1,13,0,0,222000,0,0,0
7,5,1,2,5,2,0,222000,0,0,0
47,5,1,2,5,2,0,222000,0,0,0
7,6,1,2,5,2,2,331013,0,0,0
35,3,1,3,11,2,2,331013,0,0,0
6,5,1,1,4,0,1,111000,0,2,0
66,3,1,1,15,2,0,221009,0,0,0
50,4,1,1,6,0,2,221029,0,0,0
14,4,1,2,9,0,1,220006,0,0,0
54,2,1,1,10,0,1,220023,0,1,0
16,7,1,1,10,0,1,220023,0,1,0
38,6,0,2,7,0,1,220023,2,2,0
29,5,1,1,8,0,1,331007,0,2,0
54,7,0,1,10,0,1,332009,2,2,0
67,0,1,1,10,0,1,332009,0,2,0
65,2,1,3,11,2,1,332009,0,2,0
5,3,1,1,3,0,1,332009,0,0,0
30,5,1,1,1,0,1,332009,0,0,0
45,4,1,1,10,0,2,550013,0,2,0
38,7,1,2,7,0,2,332022,0,2,0
29,0,1,1,8,0,2,332022,0,0,0
4,7,1,1,8,0,2,332022,0,0,0
40,4,1,1,8,0,2,332022,0,0,0
30,4,1,1,1,0,2,662001,0,0,0
55,5,1,2,7,0,2,662001,0,0,0
27,5,2,1,14,0,2,662001,1,0,0
15,5,1,1,3,0,1,332005,0,0,0
14,3,1,1,3,0,1,332005,0,0,0
61,3,1,1,15,0,2,331021,0,2,0
48,3,0,2,9,0,0,331029,2,0,0
55,6,1,2,7,2,0,222000,0,2,0
31,3,1,2,7,2,0,222000,0,2,0
21,3,1,1,13,0,1,334009,0,0,0
22,5,1,1,13,0,1,334009,0,0,0
41,4,1,1,13,0,1,334009,0,0,0
54,4,1,1,10,0,1,334009,0,0,0
11,4,0,2,7,0,0,661000,2,0,0
36,4,1,2,16,0,0,331023,0,0,0
48,4,1,2,9,2,0,331023,0,0,0
11,3,1,2,7,2,2,330001,0,0,0
25,2,1,3,2,0,1,333000,0,2,0
24,4,1,3,2,0,1,333000,0,2,0
3,5,0,1,1,0,1,333000,0,0,0
64,4,1,1,3,0,2,222000,0,0,0
9,4,1,1,6,0,0,330006,0,2,0
13,3,1,1,1,0,2,220002,0,0,0
3,1,1,1,1,0,2,220002,0,0,0
46,0,0,2,5,0,2,220002,0,1,0
23,2,1,1,13,2,2,220002,0,2,0
29,3,1,1,13,2,2,220002,0,2,0
23,6,1,1,13,0,0,220009,0,0,0
46,5,1,2,5,2,2,334000,0,1,0
8,4,1,2,5,2,2,334000,0,1,0
46,6,1,2,5,2,2,550003,0,0,0
47,4,0,2,5,2,2,550003,2,0,0
1,0,1,1,1,0,2,663002,0,2,0
13,4,1,1,1,0,2,663002,0,2,0
39,5,1,1,6,0,0,332000,0,0,0
66,5,1,1,15,2,0,220000,0,0,0
3,2,1,1,1,0,1,334007,0,0,0
33,2,1,1,15,0,2,336000,0,0,0
28,5,0,1,14,0,0,335005,0,0,0
43,2,1,1,14,0,0,335005,0,0,0
53,3,0,1,14,0,0,335005,0,0,0
65,4,1,3,11,1,0,333001,0,2,0
49,5,1,3,11,1,0,333001,0,2,0
21,4,1,1,13,0,0,333001,0,0,0
15,4,1,2,9,0,0,331000,0,0,0
18,6,1,3,2,2,2,110013,0,0,0
13,3,1,1,1,0,2,331003,0,0,0
2,4,1,1,1,0,2,331003,0,0,0
30,4,1,1,1,0,2,331003,0,2,0
55,5,0,2,7,2,0,552003,2,2,0
12,5,1,2,7,0,2,335000,0,0,0
31,5,1,2,7,0,2,335000,0,0,0
38,5,1,2,7,0,2,335000,0,0,0
17,3,1,3,11,2,2,335000,0,1,0
26,2,1,3,11,2,2,335000,0,1,0
3,0,1,1,1,0,0,331006,0,2,0
1,3,0,1,1,0,0,331006,0,2,0
23,5,1,1,13,0,0,331006,0,0,0
41,5,1,1,13,0,0,331006,0,0,0
21,5,1,1,13,0,0,331006,0,1,0
23,5,1,1,13,0,0,331006,0,1,0
50,0,1,1,6,0,0,331001,0,0,0
16,5,1,1,10,0,0,331001,0,0,0
60,4,1,1,3,0,0,551000,0,1,0
14,5,1,1,3,0,0,551000,0,1,0
57,5,1,2,9,0,0,333000,0,0,0
51,4,1,1,15,1,0,333000,0,0,0
33,5,0,1,15,1,0,333000,2,0,0
1,4,0,1,1,0,2,330006,0,0,0
30,4,0,1,1,0,2,330006,2,0,0
3,3,0,1,1,0,2,330006,0,0,0
1,2,0,1,1,0,2,330006,2,1,0
10,5,1,1,6,0,2,330006,0,0,0
50,6,1,1,6,0,2,330006,0,0,0
18,6,0,3,2,2,2,330006,2,0,0
25,4,0,3,2,2,2,330006,2,0,0
23,3,1,3,12,0,0,332011,0,0,0
6,1,0,3,12,0,0,332011,2,0,0
63,6,1,3,12,0,0,332011,0,0,0
22,3,1,3,12,0,0,332011,0,0,0
52,4,2,1,14,0,2,222025,1,1,0
3,0,1,1,1,0,0,110000,0,2,0
44,4,1,2,16,2,0,110000,0,0,0
58,6,1,2,16,2,0,110000,0,0,0
48,5,1,2,9,2,0,336002,0,1,0
33,3,1,1,15,1,0,336005,0,0,0
59,7,1,2,9,0,1,550004,0,0,0
3,5,0,1,1,0,0,333002,2,0,0
29,6,1,1,8,0,0,333002,0,2,0
35,3,1,3,11,2,0,333002,0,0,0
26,3,1,3,11,2,0,333002,0,0,0
45,5,1,1,10,0,0,333002,0,1,0
25,2,1,3,2,2,2,336001,0,0,0
4,2,1,3,2,0,2,336001,0,0,0
24,4,1,3,2,0,2,336001,0,0,0
40,3,1,3,2,0,2,336001,0,0,0
4,4,1,1,8,0,0,334008,0,2,0
13,6,0,1,1,0,2,331046,2,0,0
10,4,1,1,6,0,2,331006,0,0,0
17,5,1,3,11,2,0,110005,0,0,0
14,1,0,2,9,0,0,110005,2,0,0
57,5,1,2,9,2,0,110005,0,0,0
15,6,0,2,9,0,0,110005,0,0,0
22,4,1,1,13,0,0,110005,0,0,0
23,4,1,1,13,0,0,110005,0,0,0
14,2,1,1,3,0,0,110005,0,2,0
14,2,1,1,3,0,2,334018,0,2,0
26,4,1,3,11,1,1,336007,0,2,0
18,2,1,3,2,0,1,336007,0,0,0
25,5,1,3,2,0,1,336007,0,0,0
18,2,1,3,2,0,1,336007,0,0,0
24,5,1,3,2,0,1,336007,0,0,0
14,6,1,1,3,0,1,336007,0,2,0
5,4,1,1,3,0,1,336007,0,2,0
3,2,0,1,1,0,1,336007,0,0,0
1,7,1,1,1,0,1,336007,0,0,0
13,4,0,1,1,0,1,336007,0,0,0
22,5,1,1,13,0,1,111000,0,2,0
40,4,1,1,8,0,1,111000,0,0,0
4,0,1,1,8,0,1,111000,0,0,0
6,5,1,1,4,0,1,111000,0,1,0
24,4,1,3,2,1,2,332019,0,1,0
15,5,0,2,9,0,2,332019,2,2,0
13,1,1,1,1,0,1,332000,0,0,0
11,4,1,2,7,0,2,222000,0,0,0
50,4,1,1,6,0,1,114001,0,2,0
9,2,1,1,6,0,1,114001,0,2,0
14,4,1,1,3,0,1,332019,0,0,0
25,4,1,3,2,0,1,332019,0,2,0
24,5,1,3,2,0,1,332019,0,2,0
5,6,1,1,3,0,2,334000,0,0,0
64,7,1,1,3,0,2,334000,0,0,0
69,6,1,2,16,0,2,334000,0,2,0
39,6,1,1,6,0,1,331005,0,0,0
68,4,1,1,6,0,1,331005,0,0,0
23,2,1,1,13,2,0,222001,0,0,0
29,5,1,1,13,2,0,222001,0,0,0
42,4,0,1,4,0,0,222001,2,0,0
55,2,1,2,7,0,0,334002,0,0,0
20,5,1,3,12,0,2,111000,0,0,0
1,4,1,1,1,0,0,331000,0,0,0
53,4,2,1,14,0,1,332003,1,0,0
23,5,1,3,12,0,0,330002,0,0,0
22,3,1,3,12,0,0,330002,0,0,0
7,4,0,2,5,0,0,330018,0,0,0
32,7,1,2,5,2,0,330018,0,0,0
7,4,0,2,5,0,0,330018,0,0,0
13,5,1,1,8,0,0,330018,0,0,0
9,0,1,1,6,0,0,330018,0,0,0
39,3,1,1,6,0,0,330018,0,0,0
50,5,1,1,6,0,0,330018,0,0,0
40,3,1,3,2,2,1,113000,0,2,0
63,6,1,3,12,0,2,331015,0,0,0
22,7,1,3,12,0,2,331015,0,0,0
19,4,1,1,4,0,0,332015,0,0,0
8,4,1,2,5,1,0,331009,0,1,0
6,7,1,3,12,0,0,331009,0,2,0
17,4,1,3,11,2,1,331016,0,0,0
16,3,1,1,10,0,1,331016,0,0,0
16,5,1,1,10,0,1,331016,0,1,0
67,2,1,1,10,0,1,331016,0,1,0
18,7,1,3,2,0,1,331016,0,1,0
35,5,1,3,11,2,1,331016,0,2,0
43,3,1,1,14,0,1,331016,0,2,0
42,5,1,1,4,0,0,331023,0,2,0
13,7,1,1,1,0,0,331023,0,0,0
2,7,0,1,1,0,0,331023,2,0,0
3,5,1,1,1,0,0,331023,0,0,0
55,5,1,2,7,0,1,333000,0,0,0
12,5,0,2,7,0,1,333000,2,0,0
12,3,0,2,7,0,1,333000,0,2,0
38,3,1,2,7,2,1,333000,0,2,0
42,3,1,1,4,0,1,222026,0,0,0
56,1,1,1,4,0,1,222026,0,0,0
19,2,1,1,4,0,0,220035,0,2,0
42,4,0,1,4,0,0,220035,2,2,0
29,4,1,1,13,0,0,220035,0,2,0
41,5,1,1,13,0,0,220035,0,2,0
29,4,1,1,13,0,0,220035,0,2,0
26,4,1,3,11,2,2,331023,0,1,0
54,6,1,1,10,0,2,110009,0,0,0
45,3,1,1,10,0,2,110009,0,0,0
41,5,1,1,13,0,0,222000,0,1,0
45,3,1,1,10,0,0,332015,0,2,0
1,1,0,1,1,0,2,550003,2,0,0
3,4,1,1,1,0,2,550003,0,0,0
60,3,1,1,3,0,2,550003,0,2,0
13,4,1,1,1,0,2,550003,0,2,0
5,2,1,1,3,0,2,550003,0,2,0
14,4,1,1,3,0,2,550003,0,2,0
18,2,1,1,8,0,0,331005,0,2,0
13,5,1,1,8,0,0,331005,0,2,0
4,5,1,1,8,0,0,331005,0,2,0
29,5,1,1,8,0,0,331005,0,2,0
52,4,2,1,14,0,1,331003,1,0,0
21,3,1,1,13,0,1,331012,0,0,0
18,2,0,3,2,0,2,331009,2,2,0
13,5,0,1,1,0,0,334001,0,1,0
3,6,0,1,1,0,0,334001,2,1,0
25,3,0,3,2,2,2,220030,2,2,0
4,5,1,3,2,2,1,221001,0,2,0
4,5,1,3,2,2,1,221001,0,2,0
63,5,0,3,12,0,0,221030,2,0,0
22,4,0,3,12,0,0,221030,0,0,0
6,6,1,3,12,0,0,221030,0,0,0
42,5,1,1,4,0,1,331047,0,1,0
29,3,1,1,8,0,1,331047,0,0,0
7,5,1,2,5,2,1,331047,0,0,0
32,4,1,2,5,2,1,331047,0,0,0
67,4,1,1,10,0,1,331047,0,0,0
68,4,1,1,6,0,1,331047,0,2,0
21,4,1,1,13,2,1,331047,0,2,0
41,4,1,1,13,2,1,331047,0,2,0
41,4,1,1,13,2,1,331047,0,2,0
23,1,1,1,13,2,1,331047,0,2,0
22,4,0,3,12,0,2,332013,0,0,0
6,2,1,3,12,0,2,332013,0,0,0
65,4,0,3,11,0,2,332013,0,0,0
42,4,1,1,4,0,1,331005,0,0,0
28,3,2,1,14,0,0,113002,1,0,0
5,4,1,1,3,0,0,113002,0,2,0
5,4,1,1,3,0,0,113002,0,2,0
18,3,0,3,2,0,2,220021,2,0,0
31,2,1,2,7,2,1,220000,0,0,0
55,7,1,2,7,2,1,220000,0,0,0
12,5,1,2,7,2,1,220000,0,0,0
67,2,0,1,10,0,0,331043,2,0,0
16,3,1,1,10,0,0,331043,0,0,0
51,6,0,1,15,0,0,331043,0,1,0
61,6,1,1,15,0,0,331043,0,1,0
28,4,0,1,14,0,0,331043,0,0,0
27,6,0,1,14,0,0,331043,0,0,0
41,5,1,1,13,0,0,111000,0,2,0
39,3,1,1,6,0,0,111000,0,0,0
50,4,1,1,6,0,0,111000,0,0,0
30,4,0,1,1,0,0,111000,0,2,0
3,2,0,1,1,0,0,111000,0,2,0
1,0,1,1,1,0,0,111000,0,2,0
40,7,0,3,2,2,2,222001,0,2,0
16,7,1,1,10,0,2,222001,0,2,0
59,3,1,2,9,0,0,222024,0,0,0
47,4,0,2,5,0,2,110002,0,0,0
65,6,1,3,11,1,0,335004,0,2,0
17,5,0,3,11,2,0,335004,2,2,0
41,3,1,1,13,0,2,330002,0,0,0
22,5,1,1,13,0,2,330002,0,0,0
15,4,1,1,3,0,2,331007,0,0,0
65,5,1,3,11,1,0,332003,0,0,0
49,0,1,3,11,1,0,332003,0,0,0
29,4,1,1,13,0,0,331016,0,0,0
4,4,1,1,8,0,2,553006,0,0,0
28,3,0,1,14,0,2,553006,2,2,0
60,2,1,1,3,0,2,553006,0,0,0
21,6,1,1,13,2,2,553006,0,0,0
31,6,0,2,7,0,2,553006,2,2,0
60,2,1,1,3,0,1,331005,0,1,0
14,4,1,1,3,0,1,331005,0,1,0
8,5,1,2,5,1,0,221013,0,2,0
7,3,1,2,5,1,0,221013,0,2,0
32,3,1,2,5,2,0,221013,0,0,0
26,6,1,3,11,2,0,221013,0,2,0
39,5,1,1,6,0,0,221013,0,2,0
68,4,1,1,6,0,0,221013,0,2,0
37,4,1,2,16,1,0,221013,0,0,0
6,3,1,3,12,0,0,221013,0,2,0
23,6,1,3,12,0,0,221013,0,2,0
45,4,1,1,10,0,0,221013,0,1,0
2,5,0,1,1,0,0,331044,2,1,0
39,7,1,1,6,0,0,331044,0,1,0
13,5,1,1,1,0,0,552010,0,0,0
16,7,1,1,10,0,0,332019,0,0,0
55,5,1,2,7,2,0,332019,0,1,0
9,5,1,1,6,0,0,110006,0,1,0
30,5,1,1,1,0,0,110006,0,1,0
4,1,0,3,2,0,2,222000,2,0,0
18,2,1,3,2,0,2,222000,0,0,0
25,6,0,3,2,0,2,222000,2,0,0
39,5,1,1,6,0,0,113005,0,2,0
50,3,1,1,6,0,0,113005,0,2,0
51,6,0,1,15,1,0,113005,2,0,0
61,4,1,1,15,1,0,113005,0,0,0
17,7,1,3,11,1,1,220006,0,2,0
10,4,1,1,6,0,1,220006,0,2,0
16,4,0,1,10,0,1,220006,2,2,0
59,5,0,2,9,0,1,220006,2,2,0
35,2,1,3,11,2,1,331017,0,0,0
17,2,1,3,11,2,1,331017,0,0,0
28,3,1,1,14,0,0,334010,0,1,0
11,4,1,2,7,2,0,334010,0,0,0
38,6,0,2,7,2,0,334010,0,0,0
12,4,1,2,7,2,0,334010,0,0,0
29,5,1,1,13,2,0,334010,0,2,0
22,3,1,1,13,2,0,334010,0,2,0
2,3,0,1,1,0,0,334010,0,2,0
56,3,0,1,4,0,2,334001,2,2,0
21,2,1,1,13,0,0,330003,0,0,0
7,4,0,2,5,0,0,335000,0,2,0
6,3,1,3,12,0,0,335000,0,0,0
48,0,1,2,9,2,0,335000,0,0,0
65,5,1,3,11,2,0,335000,0,2,0
43,3,2,1,14,0,0,550000,1,0,0
26,5,1,3,11,1,2,222007,0,0,0
66,5,1,1,15,0,0,331019,0,2,0
17,4,1,3,11,1,0,112000,0,0,0
57,6,1,2,9,0,0,222013,0,0,0
59,3,1,2,9,2,0,222013,0,0,0
15,4,1,1,3,0,1,222011,0,1,0
40,4,1,3,2,0,1,222011,0,1,0
24,6,1,3,2,0,1,222011,0,1,0
16,4,1,1,10,0,1,222011,0,2,0
8,2,0,2,5,0,2,332014,2,0,0
47,5,1,2,5,2,2,332014,0,0,0
16,5,1,1,10,0,0,333000,0,0,0
51,4,1,1,15,0,0,333000,0,0,0
1,6,1,1,1,0,0,333000,0,1,0
6,1,1,1,4,0,1,664000,0,0,0
19,3,0,1,4,0,1,664000,2,0,0
19,3,0,1,4,0,1,664000,2,0,0
14,4,1,2,9,0,1,664000,0,0,0
13,6,1,1,1,0,1,664000,0,1,0
30,1,0,1,1,0,0,331038,0,1,0
13,6,1,1,1,0,0,331038,0,1,0
3,6,1,1,1,0,0,331038,0,1,0
8,4,1,2,5,2,2,553001,0,0,0
40,4,0,3,2,2,2,553001,0,0,0
24,4,1,3,2,1,2,553001,0,0,0
28,4,0,1,14,0,0,332012,2,2,0
53,3,1,1,14,0,0,332012,0,2,0
4,3,1,3,2,2,1,222015,0,2,0
44,4,1,2,16,2,1,222015,0,0,0
6,4,1,1,4,0,0,114006,0,0,0
56,3,0,1,4,0,0,114006,2,0,0
60,4,1,1,3,0,0,220030,0,2,0
1,3,0,1,1,0,2,332013,2,1,0
1,3,0,1,1,0,2,332013,2,1,0
43,4,0,1,14,0,0,335002,0,0,0
67,3,0,1,10,0,2,334000,0,2,0
62,2,1,1,15,0,2,334000,0,2,0
11,0,1,2,7,2,2,334000,0,0,0
18,2,1,3,2,2,0,221006,0,0,0
24,4,0,3,2,2,0,221006,2,0,0
23,6,1,1,13,2,0,332010,0,2,0
22,4,1,1,13,2,0,332010,0,2,0
23,4,0,3,12,0,0,332014,2,0,0
18,4,1,3,2,0,0,332014,0,0,0
24,6,0,3,2,0,0,332014,2,0,0
4,7,0,3,2,0,0,332014,0,0,0
32,5,1,2,5,2,2,550000,0,0,0
11,5,1,2,7,0,0,112000,0,2,0
24,7,0,3,2,2,0,220019,0,0,0
4,3,1,3,2,1,0,220019,0,0,0
25,3,0,3,2,2,0,220019,2,0,0
47,6,1,2,5,2,0,550003,0,2,0
25,1,1,3,2,0,0,222027,0,2,0
22,4,1,1,13,2,0,222027,0,0,0
15,4,1,1,3,0,0,222027,0,1,0
29,7,1,1,8,0,0,551000,0,0,0
4,4,1,1,8,0,0,551000,0,0,0
25,6,1,3,2,0,0,551000,0,2,0
40,3,1,3,2,0,0,551000,0,2,0
24,4,1,3,2,0,0,551000,0,2,0
6,4,0,1,4,0,0,551000,2,2,0
47,6,1,2,5,1,2,330019,0,2,0
59,2,0,2,9,2,2,333000,2,0,0
23,7,1,1,13,0,0,331013,0,0,0
14,6,1,1,3,0,2,111000,0,0,0
60,6,1,1,3,0,2,111000,0,0,0
8,5,0,2,5,0,2,330013,2,0,0
7,5,1,2,5,2,2,330013,0,0,0
47,3,0,2,5,0,2,330013,2,0,0
16,7,1,1,10,0,0,660000,0,0,0
16,4,1,1,10,0,0,331023,0,0,0
34,0,1,1,10,0,0,331023,0,0,0
30,6,0,1,1,0,2,336008,2,1,0
1,7,1,1,1,0,2,336008,0,1,0
13,3,0,1,1,0,0,333000,0,0,0
2,5,1,1,1,0,0,333000,0,0,0
18,2,1,3,2,0,2,333000,0,0,0
4,2,1,3,2,0,2,333000,0,0,0
4,2,1,3,2,0,2,333000,0,0,0
1,5,1,1,1,0,0,336002,0,2,0
18,4,1,3,2,1,2,332013,0,0,0
52,3,1,1,14,0,0,332023,0,2,0
19,4,1,1,4,0,0,332023,0,2,0
56,5,0,1,4,0,0,332023,2,2,0
18,6,0,3,2,0,0,331003,2,2,0
63,5,0,3,12,0,1,332018,2,0,0
23,2,1,3,12,0,1,332018,0,0,0
6,6,1,3,12,0,1,332018,0,0,0
14,2,1,2,9,2,2,112000,0,2,0
27,6,0,1,14,0,1,660003,0,0,0
66,6,1,1,15,0,0,331002,0,0,0
38,5,0,2,7,0,2,335000,2,0,0
27,5,0,1,14,0,2,111000,0,0,0
52,5,2,1,14,0,2,111000,1,0,0
53,6,1,1,14,0,2,111000,0,0,0
63,5,1,3,12,0,2,332012,0,0,0
22,4,1,3,12,0,2,332012,0,0,0
22,6,1,1,13,2,0,331013,0,1,0
41,6,1,1,13,2,0,331013,0,1,0
22,6,1,1,13,2,0,331013,0,1,0
23,4,1,1,13,2,0,331013,0,1,0
33,4,1,1,15,1,2,552001,0,1,0
2,3,0,1,1,0,1,663001,2,0,0
13,5,1,1,8,0,0,330001,0,0,0
3,2,1,1,1,0,0,330001,0,1,0
18,4,1,3,2,0,0,220013,0,2,0
24,5,1,3,2,0,0,220013,0,2,0
27,5,0,1,14,0,0,331017,0,1,0
52,5,2,1,14,0,0,331017,1,1,0
28,1,1,1,14,0,0,331017,0,1,0
40,0,1,3,2,0,0,331001,0,0,0
25,6,1,3,2,0,0,331001,0,0,0
5,4,1,1,3,0,0,331001,0,0,0
54,2,0,1,10,0,0,111000,2,0,0
51,4,1,1,15,1,2,331005,0,0,0
25,6,0,3,2,2,2,222010,2,1,0
42,1,0,1,4,0,2,331025,0,0,0
63,0,0,3,12,0,0,331048,2,0,0
20,7,1,3,12,0,0,331048,0,0,0
22,5,1,3,12,0,0,331048,0,0,0
53,6,0,1,14,0,0,331048,2,0,0
52,7,0,1,14,0,0,331048,2,0,0
25,4,0,3,2,0,0,331048,0,2,0
43,2,1,1,14,0,0,331048,0,2,0
14,6,0,2,9,0,2,551002,0,2,0
11,6,1,2,7,2,2,330000,0,2,0
31,4,1,2,7,2,2,330000,0,2,0
2,3,0,1,1,0,2,332012,2,0,0
51,4,0,1,15,2,2,332012,2,0,0
35,3,1,3,11,2,2,332012,0,2,0
14,2,1,1,3,0,2,332012,0,2,0
58,5,1,2,16,1,2,110006,0,0,0
41,5,1,1,13,0,0,113004,0,1,0
18,2,1,3,2,2,2,552001,0,0,0
24,4,0,3,2,2,2,552001,2,0,0
66,2,0,1,15,2,0,332011,0,0,0
1,6,0,1,1,0,0,332011,2,2,0
40,5,1,1,8,0,1,551002,0,0,0
9,4,1,1,6,0,1,331009,0,2,0
60,3,1,1,3,0,1,331009,0,0,0
14,5,1,1,3,0,1,331009,0,0,0
29,4,1,1,13,2,1,111000,0,2,0
23,4,1,1,13,2,1,111000,0,2,0
21,4,1,1,13,2,1,111000,0,2,0
49,5,1,3,11,2,1,111000,0,2,0
26,4,1,3,11,2,1,111000,0,2,0
5,6,1,1,3,0,1,222011,0,0,0
55,2,1,2,7,0,2,551000,0,2,0
36,6,1,2,16,2,1,334005,0,1,0
57,7,1,2,9,0,1,334005,0,2,0
14,6,1,2,9,0,1,334005,0,2,0
15,5,1,2,9,2,2,330000,0,0,0
22,7,1,1,13,0,2,330000,0,2,0
48,4,1,2,9,2,2,330000,0,0,0
20,4,1,3,12,0,2,330000,0,0,0
6,7,1,3,12,0,2,330000,0,0,0
25,0,1,3,2,0,2,330000,0,0,0
40,7,1,3,2,0,2,330000,0,0,0
18,4,1,3,2,0,2,330000,2,0,0
29,2,1,1,13,2,2,330000,0,0,0
22,5,1,1,13,2,2,330000,0,0,0
45,2,1,1,10,0,2,330000,0,0,0
14,2,1,1,3,0,2,330000,0,1,0
12,4,0,2,7,2,0,222000,2,0,0
13,2,1,1,1,0,2,550001,0,2,0
30,7,1,1,1,0,2,550001,0,2,0
